band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,1666,2187,1786,1877,2117,1877,1954,1950,1917,1760,2096,1938,149
1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,1123,1119,1113,1053,1120,1153,1036,1262,972,1237,1156,1132,238
583,828,671,622,753,779,679,770,628,762,762,719,583,828,671,622,753,779,679,770,628,762,762,719,583,828,671,622,753,779,679,770,628,762,762,719,583,828,671,622,753,779,679,770,628,762,762,719,583,828,671,622,753,779,679,770,628,762,762,719,583,828,671,622,753,779,679,770,628,762,762,719,583,828,671,622,753,779,679,770,628,762,762,719,583,828,671,622,753,779,679,770,628,762,762,719,583,828,671,622,753,779,679,770,628,762,762,719,583,828,671,622,753,779,679,770,628,762,762,719,583,828,671,622,753,779,679,770,628,762,762,719,583,828,671,622,753,779,679,770,628,762,762,719,58
1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,1442,1843,1785,1651,1542,1876,1690,1692,1386,1988,1688,1698,33
1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,1183,1316,1169,1165,1354,1334,1252,1173,1264,1325,1223,1285,182
3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,3855,4032,3840,3439,2024,5222,4999,4114,3686,4240,3943,3950,477
44,45,44,43,44,44,40,50,42,46,44,45,44,45,44,43,44,44,40,50,42,46,44,45,44,45,44,43,44,44,40,50,42,46,44,45,44,45,44,43,44,44,40,50,42,46,44,45,44,45,44,43,44,44,40,50,42,46,44,45,44,45,44,43,44,44,40,50,42,46,44,45,44,45,44,43,44,44,40,50,42,46,44,45,44,45,44,43,44,44,40,50,42,46,44,45,44,45,44,43,44,44,40,50,42,46,44,45,44,45,44,43,44,44,40,50,42,46,44,45,44,45,44,43,44,44,40,50,42,46,44,45,44,45,44,43,44,44,40,50,42,46,44,45,603
787,447,1130,741,877,964,828,657,1000,823,821,833,787,447,1130,741,877,964,828,657,1000,823,821,833,787,447,1130,741,877,964,828,657,1000,823,821,833,787,447,1130,741,877,964,828,657,1000,823,821,833,787,447,1130,741,877,964,828,657,1000,823,821,833,787,447,1130,741,877,964,828,657,1000,823,821,833,787,447,1130,741,877,964,828,657,1000,823,821,833,787,447,1130,741,877,964,828,657,1000,823,821,833,787,447,1130,741,877,964,828,657,1000,823,821,833,787,447,1130,741,877,964,828,657,1000,823,821,833,787,447,1130,741,877,964,828,657,1000,823,821,833,787,447,1130,741,877,964,828,657,1000,823,821,833,76
669,1196,957,667,923,1196,585,1285,773,1104,889,1045,669,1196,957,667,923,1196,585,1285,773,1104,889,1045,669,1196,957,667,923,1196,585,1285,773,1104,889,1045,669,1196,957,667,923,1196,585,1285,773,1104,889,1045,669,1196,957,667,923,1196,585,1285,773,1104,889,1045,669,1196,957,667,923,1196,585,1285,773,1104,889,1045,669,1196,957,667,923,1196,585,1285,773,1104,889,1045,669,1196,957,667,923,1196,585,1285,773,1104,889,1045,669,1196,957,667,923,1196,585,1285,773,1104,889,1045,669,1196,957,667,923,1196,585,1285,773,1104,889,1045,669,1196,957,667,923,1196,585,1285,773,1104,889,1045,669,1196,957,667,923,1196,585,1285,773,1104,889,1045,224
4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,4589,5797,5319,5181,3615,4308,7732,3430,6082,6383,5121,5398,551
325,443,290,413,440,276,477,340,453,383,396,392,325,443,290,413,440,276,477,340,453,383,396,392,325,443,290,413,440,276,477,340,453,383,396,392,325,443,290,413,440,276,477,340,453,383,396,392,325,443,290,413,440,276,477,340,453,383,396,392,325,443,290,413,440,276,477,340,453,383,396,392,325,443,290,413,440,276,477,340,453,383,396,392,325,443,290,413,440,276,477,340,453,383,396,392,325,443,290,413,440,276,477,340,453,383,396,392,325,443,290,413,440,276,477,340,453,383,396,392,325,443,290,413,440,276,477,340,453,383,396,392,325,443,290,413,440,276,477,340,453,383,396,392,323
831,930,852,1067,878,924,1023,936,934,926,860,1014,831,930,852,1067,878,924,1023,936,934,926,860,1014,831,930,852,1067,878,924,1023,936,934,926,860,1014,831,930,852,1067,878,924,1023,936,934,926,860,1014,831,930,852,1067,878,924,1023,936,934,926,860,1014,831,930,852,1067,878,924,1023,936,934,926,860,1014,831,930,852,1067,878,924,1023,936,934,926,860,1014,831,930,852,1067,878,924,1023,936,934,926,860,1014,831,930,852,1067,878,924,1023,936,934,926,860,1014,831,930,852,1067,878,924,1023,936,934,926,860,1014,831,930,852,1067,878,924,1023,936,934,926,860,1014,831,930,852,1067,878,924,1023,936,934,926,860,1014,9
1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,1232,1307,1027,1461,1358,1192,1414,1261,1227,1328,1321,1285,207
1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,1929,2447,2309,2086,810,4010,2502,2073,2457,2394,2287,2332,436
2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,2567,2565,2513,2584,2596,2580,2572,2567,2569,2568,2566,2571,23
1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,1353,1497,1463,1434,1279,1577,1462,1338,1328,1385,1697,1446,132
2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,2335,2310,2049,2704,2165,2310,2517,2336,1620,2513,2983,2356,393
114,104,122,109,119,101,126,113,111,114,116,114,114,104,122,109,119,101,126,113,111,114,116,114,114,104,122,109,119,101,126,113,111,114,116,114,114,104,122,109,119,101,126,113,111,114,116,114,114,104,122,109,119,101,126,113,111,114,116,114,114,104,122,109,119,101,126,113,111,114,116,114,114,104,122,109,119,101,126,113,111,114,116,114,114,104,122,109,119,101,126,113,111,114,116,114,114,104,122,109,119,101,126,113,111,114,116,114,114,104,122,109,119,101,126,113,111,114,116,114,114,104,122,109,119,101,126,113,111,114,116,114,114,104,122,109,119,101,126,113,111,114,116,114,615
1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,1028,1124,1079,1062,1059,1094,1101,1079,1061,1090,1082,1081,221
3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,3951,4084,3922,3994,4114,3924,4052,3675,4505,2943,5022,4155,544
696,671,765,709,636,734,748,632,727,672,809,727,696,671,765,709,636,734,748,632,727,672,809,727,696,671,765,709,636,734,748,632,727,672,809,727,696,671,765,709,636,734,748,632,727,672,809,727,696,671,765,709,636,734,748,632,727,672,809,727,696,671,765,709,636,734,748,632,727,672,809,727,696,671,765,709,636,734,748,632,727,672,809,727,696,671,765,709,636,734,748,632,727,672,809,727,696,671,765,709,636,734,748,632,727,672,809,727,696,671,765,709,636,734,748,632,727,672,809,727,696,671,765,709,636,734,748,632,727,672,809,727,696,671,765,709,636,734,748,632,727,672,809,727,295
3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,3016,3017,2721,3295,3014,2379,3498,3181,3026,3022,3020,3018,250
1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,1276,1578,1238,1599,1426,1361,1422,1513,1405,1420,1458,1428,234
972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,972,1296,1106,1155,1105,981,1378,1020,1156,1229,1163,1143,338
25,29,37,40,12,81,11,52,41,33,37,25,29,37,40,12,81,11,52,41,33,37,25,29,37,40,12,81,11,52,41,33,37,25,29,37,40,12,81,11,52,41,33,37,25,29,37,40,12,81,11,52,41,33,37,25,29,37,40,12,81,11,52,41,33,37,25,29,37,40,12,81,11,52,41,33,37,25,29,37,40,12,81,11,52,41,33,37,25,29,37,40,12,81,11,52,41,33,37,25,29,37,40,12,81,11,52,41,33,37,25,29,37,40,12,81,11,52,41,33,37,25,29,37,40,12,81,11,52,41,33,37,342,,,,,,,,,,,,
681,636,645,752,693,599,764,650,707,687,678,685,681,636,645,752,693,599,764,650,707,687,678,685,681,636,645,752,693,599,764,650,707,687,678,685,681,636,645,752,693,599,764,650,707,687,678,685,681,636,645,752,693,599,764,650,707,687,678,685,681,636,645,752,693,599,764,650,707,687,678,685,681,636,645,752,693,599,764,650,707,687,678,685,681,636,645,752,693,599,764,650,707,687,678,685,681,636,645,752,693,599,764,650,707,687,678,685,681,636,645,752,693,599,764,650,707,687,678,685,681,636,645,752,693,599,764,650,707,687,678,685,681,636,645,752,693,599,764,650,707,687,678,685,213
808,860,768,944,619,960,955,792,879,862,844,847,808,860,768,944,619,960,955,792,879,862,844,847,808,860,768,944,619,960,955,792,879,862,844,847,808,860,768,944,619,960,955,792,879,862,844,847,808,860,768,944,619,960,955,792,879,862,844,847,808,860,768,944,619,960,955,792,879,862,844,847,808,860,768,944,619,960,955,792,879,862,844,847,808,860,768,944,619,960,955,792,879,862,844,847,808,860,768,944,619,960,955,792,879,862,844,847,808,860,768,944,619,960,955,792,879,862,844,847,808,860,768,944,619,960,955,792,879,862,844,847,808,860,768,944,619,960,955,792,879,862,844,847,600
2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,2917,2838,2975,2752,3095,2767,3068,3008,2969,2939,2933,2933,565
5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,5357,6679,6170,6042,6546,6206,6081,3005,6614,8837,6250,6214,549
754,753,745,767,757,720,758,769,772,774,740,775,754,753,745,767,757,720,758,769,772,774,740,775,754,753,745,767,757,720,758,769,772,774,740,775,754,753,745,767,757,720,758,769,772,774,740,775,754,753,745,767,757,720,758,769,772,774,740,775,754,753,745,767,757,720,758,769,772,774,740,775,754,753,745,767,757,720,758,769,772,774,740,775,754,753,745,767,757,720,758,769,772,774,740,775,754,753,745,767,757,720,758,769,772,774,740,775,754,753,745,767,757,720,758,769,772,774,740,775,754,753,745,767,757,720,758,769,772,774,740,775,754,753,745,767,757,720,758,769,772,774,740,775,254
1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,1852,1862,1517,2206,1655,2076,7,3565,1611,2143,1914,1928,451
382,422,860,1306,1182,179,1035,629,595,617,382,422,860,1306,1182,179,1035,629,595,617,382,422,860,1306,1182,179,1035,629,595,617,382,422,860,1306,1182,179,1035,629,595,617,382,422,860,1306,1182,179,1035,629,595,617,382,422,860,1306,1182,179,1035,629,595,617,382,422,860,1306,1182,179,1035,629,595,617,382,422,860,1306,1182,179,1035,629,595,617,382,422,860,1306,1182,179,1035,629,595,617,382,422,860,1306,1182,179,1035,629,595,617,382,422,860,1306,1182,179,1035,629,595,617,382,422,860,1306,1182,179,1035,629,595,617,262,,,,,,,,,,,,,,,,,,,,,,,,
15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,15304,14392,16491,15406,14619,15612,15967,15369,15428,15389,15340,15467,468
428,378,483,442,433,430,429,437,430,375,494,434,428,378,483,442,433,430,429,437,430,375,494,434,428,378,483,442,433,430,429,437,430,375,494,434,428,378,483,442,433,430,429,437,430,375,494,434,428,378,483,442,433,430,429,437,430,375,494,434,428,378,483,442,433,430,429,437,430,375,494,434,428,378,483,442,433,430,429,437,430,375,494,434,428,378,483,442,433,430,429,437,430,375,494,434,428,378,483,442,433,430,429,437,430,375,494,434,428,378,483,442,433,430,429,437,430,375,494,434,428,378,483,442,433,430,429,437,430,375,494,434,428,378,483,442,433,430,429,437,430,375,494,434,11
