band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,4715,3622,4126,4727,5222,4999,4506,5945,4738,4744,477
51,54,47,57,55,53,54,53,53,54,51,54,47,57,55,53,54,53,53,54,51,54,47,57,55,53,54,53,53,54,51,54,47,57,55,53,54,53,53,54,51,54,47,57,55,53,54,53,53,54,51,54,47,57,55,53,54,53,53,54,51,54,47,57,55,53,54,53,53,54,51,54,47,57,55,53,54,53,53,54,51,54,47,57,55,53,54,53,53,54,51,54,47,57,55,53,54,53,53,54,51,54,47,57,55,53,54,53,53,54,51,54,47,57,55,53,54,53,53,54,603
787,986,1199,988,986,999,965,1012,995,991,787,986,1199,988,986,999,965,1012,995,991,787,986,1199,988,986,999,965,1012,995,991,787,986,1199,988,986,999,965,1012,995,991,787,986,1199,988,986,999,965,1012,995,991,787,986,1199,988,986,999,965,1012,995,991,787,986,1199,988,986,999,965,1012,995,991,787,986,1199,988,986,999,965,1012,995,991,787,986,1199,988,986,999,965,1012,995,991,787,986,1199,988,986,999,965,1012,995,991,787,986,1199,988,986,999,965,1012,995,991,787,986,1199,988,986,999,965,1012,995,991,76
954,1303,1123,1032,1196,585,1285,1510,1164,1137,954,1303,1123,1032,1196,585,1285,1510,1164,1137,954,1303,1123,1032,1196,585,1285,1510,1164,1137,954,1303,1123,1032,1196,585,1285,1510,1164,1137,954,1303,1123,1032,1196,585,1285,1510,1164,1137,954,1303,1123,1032,1196,585,1285,1510,1164,1137,954,1303,1123,1032,1196,585,1285,1510,1164,1137,954,1303,1123,1032,1196,585,1285,1510,1164,1137,954,1303,1123,1032,1196,585,1285,1510,1164,1137,954,1303,1123,1032,1196,585,1285,1510,1164,1137,954,1303,1123,1032,1196,585,1285,1510,1164,1137,954,1303,1123,1032,1196,585,1285,1510,1164,1137,224
4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,4589,6012,7901,5999,4308,8579,6678,6297,6289,6303,551
408,475,463,401,440,477,570,466,465,463,408,475,463,401,440,477,570,466,465,463,408,475,463,401,440,477,570,466,465,463,408,475,463,401,440,477,570,466,465,463,408,475,463,401,440,477,570,466,465,463,408,475,463,401,440,477,570,466,465,463,408,475,463,401,440,477,570,466,465,463,408,475,463,401,440,477,570,466,465,463,408,475,463,401,440,477,570,466,465,463,408,475,463,401,440,477,570,466,465,463,408,475,463,401,440,477,570,466,465,463,408,475,463,401,440,477,570,466,465,463,323
831,1242,1176,1144,1089,1213,1113,1120,1109,1138,831,1242,1176,1144,1089,1213,1113,1120,1109,1138,831,1242,1176,1144,1089,1213,1113,1120,1109,1138,831,1242,1176,1144,1089,1213,1113,1120,1109,1138,831,1242,1176,1144,1089,1213,1113,1120,1109,1138,831,1242,1176,1144,1089,1213,1113,1120,1109,1138,831,1242,1176,1144,1089,1213,1113,1120,1109,1138,831,1242,1176,1144,1089,1213,1113,1120,1109,1138,831,1242,1176,1144,1089,1213,1113,1120,1109,1138,831,1242,1176,1144,1089,1213,1113,1120,1109,1138,831,1242,1176,1144,1089,1213,1113,1120,1109,1138,831,1242,1176,1144,1089,1213,1113,1120,1109,1138,9
1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,1409,1671,1543,1533,1421,1671,1459,1571,1570,1565,207
2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,2632,1744,3855,1350,4010,2545,2840,3031,2855,2774,436
3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,3081,3078,3086,3073,3087,3085,3082,3082,3082,3082,23
1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,1715,1669,1690,1795,1734,1749,1729,1726,1545,1907,132
2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,2634,3006,2820,2368,3045,3046,2363,3242,2742,2932,393
135,133,134,141,126,147,129,142,139,137,135,133,134,141,126,147,129,142,139,137,135,133,134,141,126,147,129,142,139,137,135,133,134,141,126,147,129,142,139,137,135,133,134,141,126,147,129,142,139,137,135,133,134,141,126,147,129,142,139,137,135,133,134,141,126,147,129,142,139,137,135,133,134,141,126,147,129,142,139,137,135,133,134,141,126,147,129,142,139,137,135,133,134,141,126,147,129,142,139,137,135,133,134,141,126,147,129,142,139,137,135,133,134,141,126,147,129,142,139,137,615
1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,1273,1314,1249,1321,1289,1275,1318,1302,1293,1306,221
4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,4767,4845,4861,4807,4709,4858,4908,4908,4205,5473,544
799,812,907,883,810,771,929,882,856,877,799,812,907,883,810,771,929,882,856,877,799,812,907,883,810,771,929,882,856,877,799,812,907,883,810,771,929,882,856,877,799,812,907,883,810,771,929,882,856,877,799,812,907,883,810,771,929,882,856,877,799,812,907,883,810,771,929,882,856,877,799,812,907,883,810,771,929,882,856,877,799,812,907,883,810,771,929,882,856,877,799,812,907,883,810,771,929,882,856,877,799,812,907,883,810,771,929,882,856,877,799,812,907,883,810,771,929,882,856,877,295
3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,3429,3146,4184,3592,3091,3941,3938,3642,3623,3621,250
1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,1686,1710,1666,1763,1653,1741,1732,1743,1717,1713,234
1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,1341,1309,1452,1337,1176,1524,1449,1349,1360,1407,338
38,42,39,24,92,52,64,47,38,42,39,24,92,52,64,47,38,42,39,24,92,52,64,47,38,42,39,24,92,52,64,47,38,42,39,24,92,52,64,47,38,42,39,24,92,52,64,47,38,42,39,24,92,52,64,47,38,42,39,24,92,52,64,47,38,42,39,24,92,52,64,47,38,42,39,24,92,52,64,47,38,42,39,24,92,52,64,47,38,42,39,24,92,52,64,47,342,,,,,,,,,,,,,,,,,,,,,,,,
761,844,843,818,740,876,817,800,859,819,761,844,843,818,740,876,817,800,859,819,761,844,843,818,740,876,817,800,859,819,761,844,843,818,740,876,817,800,859,819,761,844,843,818,740,876,817,800,859,819,761,844,843,818,740,876,817,800,859,819,761,844,843,818,740,876,817,800,859,819,761,844,843,818,740,876,817,800,859,819,761,844,843,818,740,876,817,800,859,819,761,844,843,818,740,876,817,800,859,819,761,844,843,818,740,876,817,800,859,819,761,844,843,818,740,876,817,800,859,819,213
962,946,1006,1085,960,997,1095,1059,1013,1015,962,946,1006,1085,960,997,1095,1059,1013,1015,962,946,1006,1085,960,997,1095,1059,1013,1015,962,946,1006,1085,960,997,1095,1059,1013,1015,962,946,1006,1085,960,997,1095,1059,1013,1015,962,946,1006,1085,960,997,1095,1059,1013,1015,962,946,1006,1085,960,997,1095,1059,1013,1015,962,946,1006,1085,960,997,1095,1059,1013,1015,962,946,1006,1085,960,997,1095,1059,1013,1015,962,946,1006,1085,960,997,1095,1059,1013,1015,962,946,1006,1085,960,997,1095,1059,1013,1015,962,946,1006,1085,960,997,1095,1059,1013,1015,600
3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,3392,3644,3519,3426,3363,3758,3483,3465,3624,3520,565
7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,7400,7242,4228,9906,8224,7396,7310,6889,7899,7507,549
760,1053,898,828,957,921,919,915,915,918,760,1053,898,828,957,921,919,915,915,918,760,1053,898,828,957,921,919,915,915,918,760,1053,898,828,957,921,919,915,915,918,760,1053,898,828,957,921,919,915,915,918,760,1053,898,828,957,921,919,915,915,918,760,1053,898,828,957,921,919,915,915,918,760,1053,898,828,957,921,919,915,915,918,760,1053,898,828,957,921,919,915,915,918,760,1053,898,828,957,921,919,915,915,918,760,1053,898,828,957,921,919,915,915,918,760,1053,898,828,957,921,919,915,915,918,254
2188,2272,2235,2237,2236,7,4198,978,3391,2594,2188,2272,2235,2237,2236,7,4198,978,3391,2594,2188,2272,2235,2237,2236,7,4198,978,3391,2594,2188,2272,2235,2237,2236,7,4198,978,3391,2594,2188,2272,2235,2237,2236,7,4198,978,3391,2594,2188,2272,2235,2237,2236,7,4198,978,3391,2594,2188,2272,2235,2237,2236,7,4198,978,3391,2594,2188,2272,2235,2237,2236,7,4198,978,3391,2594,2188,2272,2235,2237,2236,7,4198,978,3391,2594,2188,2272,2235,2237,2236,7,4198,978,3391,2594,2188,2272,2235,2237,2236,7,4198,978,3391,2594,2188,2272,2235,2237,2236,7,4198,978,3391,2594,451
687,755,222,1015,291,1182,179,1035,1076,765,687,755,222,1015,291,1182,179,1035,1076,765,687,755,222,1015,291,1182,179,1035,1076,765,687,755,222,1015,291,1182,179,1035,1076,765,687,755,222,1015,291,1182,179,1035,1076,765,687,755,222,1015,291,1182,179,1035,1076,765,687,755,222,1015,291,1182,179,1035,1076,765,687,755,222,1015,291,1182,179,1035,1076,765,687,755,222,1015,291,1182,179,1035,1076,765,687,755,222,1015,291,1182,179,1035,1076,765,687,755,222,1015,291,1182,179,1035,1076,765,687,755,222,1015,291,1182,179,1035,1076,765,262
17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,17792,18748,18526,18780,17978,19041,18466,18496,18478,18479,468
428,598,526,524,518,522,518,508,529,522,428,598,526,524,518,522,518,508,529,522,428,598,526,524,518,522,518,508,529,522,428,598,526,524,518,522,518,508,529,522,428,598,526,524,518,522,518,508,529,522,428,598,526,524,518,522,518,508,529,522,428,598,526,524,518,522,518,508,529,522,428,598,526,524,518,522,518,508,529,522,428,598,526,524,518,522,518,508,529,522,428,598,526,524,518,522,518,508,529,522,428,598,526,524,518,522,518,508,529,522,428,598,526,524,518,522,518,508,529,522,11
2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,2200,2174,2263,2144,2244,2247,2182,2246,2210,2216,606
1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,1287,1286,1299,1084,1321,1457,1287,1294,1299,1292,164
42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,42080,42245,42545,42286,42257,42326,42048,42533,42244,42337,0
1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,1040,1035,1147,1086,1084,1079,1064,1090,1082,1080,599
2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,2492,2455,2340,2542,2626,2217,2617,2529,2618,2493,460
1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,1568,1570,1564,1519,1605,1588,1567,1566,1575,1572,485
1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,1345,1352,1293,1206,1457,1418,1283,1428,1352,1349,312
2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,2350,2191,1351,3498,1962,2724,2348,1833,2213,3027,333
868,342,940,1470,811,841,868,999,941,974,868,342,940,1470,811,841,868,999,941,974,868,342,940,1470,811,841,868,999,941,974,868,342,940,1470,811,841,868,999,941,974,868,342,940,1470,811,841,868,999,941,974,868,342,940,1470,811,841,868,999,941,974,868,342,940,1470,811,841,868,999,941,974,868,342,940,1470,811,841,868,999,941,974,868,342,940,1470,811,841,868,999,941,974,868,342,940,1470,811,841,868,999,941,974,868,342,940,1470,811,841,868,999,941,974,868,342,940,1470,811,841,868,999,941,974,140
1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,1663,1687,1675,1664,1682,1636,1715,1579,1760,1687,316
1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,1188,1276,1698,1244,1357,1268,1977,1503,1433,1448,327
