band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
730,681,910,775,722,776,836,747,729,871,779,730,681,910,775,722,776,836,747,729,871,779,730,681,910,775,722,776,836,747,729,871,779,730,681,910,775,722,776,836,747,729,871,779,730,681,910,775,722,776,836,747,729,871,779,730,681,910,775,722,776,836,747,729,871,779,730,681,910,775,722,776,836,747,729,871,779,730,681,910,775,722,776,836,747,729,871,779,730,681,910,775,722,776,836,747,729,871,779,730,681,910,775,722,776,836,747,729,871,779,730,681,910,775,722,776,836,747,729,871,779,730,681,910,775,722,776,836,747,729,871,779,58
1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,1442,2051,2031,1526,2167,1710,1979,1821,1866,1782,1906,33
1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,1329,1399,1356,1131,1597,1324,1191,1526,1404,1349,1437,182
3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,3855,4482,4126,4727,4320,3990,4627,4081,4512,4304,4320,477
49,44,52,42,54,48,49,45,51,48,49,49,44,52,42,54,48,49,45,51,48,49,49,44,52,42,54,48,49,45,51,48,49,49,44,52,42,54,48,49,45,51,48,49,49,44,52,42,54,48,49,45,51,48,49,49,44,52,42,54,48,49,45,51,48,49,49,44,52,42,54,48,49,45,51,48,49,49,44,52,42,54,48,49,45,51,48,49,49,44,52,42,54,48,49,45,51,48,49,49,44,52,42,54,48,49,45,51,48,49,49,44,52,42,54,48,49,45,51,48,49,49,44,52,42,54,48,49,45,51,48,49,603
787,986,591,741,1396,679,1125,900,893,909,901,787,986,591,741,1396,679,1125,900,893,909,901,787,986,591,741,1396,679,1125,900,893,909,901,787,986,591,741,1396,679,1125,900,893,909,901,787,986,591,741,1396,679,1125,900,893,909,901,787,986,591,741,1396,679,1125,900,893,909,901,787,986,591,741,1396,679,1125,900,893,909,901,787,986,591,741,1396,679,1125,900,893,909,901,787,986,591,741,1396,679,1125,900,893,909,901,787,986,591,741,1396,679,1125,900,893,909,901,787,986,591,741,1396,679,1125,900,893,909,901,787,986,591,741,1396,679,1125,900,893,909,901,76
954,911,1105,952,1034,1202,925,1066,1070,1025,1045,954,911,1105,952,1034,1202,925,1066,1070,1025,1045,954,911,1105,952,1034,1202,925,1066,1070,1025,1045,954,911,1105,952,1034,1202,925,1066,1070,1025,1045,954,911,1105,952,1034,1202,925,1066,1070,1025,1045,954,911,1105,952,1034,1202,925,1066,1070,1025,1045,954,911,1105,952,1034,1202,925,1066,1070,1025,1045,954,911,1105,952,1034,1202,925,1066,1070,1025,1045,954,911,1105,952,1034,1202,925,1066,1070,1025,1045,954,911,1105,952,1034,1202,925,1066,1070,1025,1045,954,911,1105,952,1034,1202,925,1066,1070,1025,1045,954,911,1105,952,1034,1202,925,1066,1070,1025,1045,224
4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,4589,6012,5486,5281,6813,5739,6051,5788,5384,6010,5802,551
408,360,471,436,395,429,443,398,430,436,422,408,360,471,436,395,429,443,398,430,436,422,408,360,471,436,395,429,443,398,430,436,422,408,360,471,436,395,429,443,398,430,436,422,408,360,471,436,395,429,443,398,430,436,422,408,360,471,436,395,429,443,398,430,436,422,408,360,471,436,395,429,443,398,430,436,422,408,360,471,436,395,429,443,398,430,436,422,408,360,471,436,395,429,443,398,430,436,422,408,360,471,436,395,429,443,398,430,436,422,408,360,471,436,395,429,443,398,430,436,422,408,360,471,436,395,429,443,398,430,436,422,323
831,930,1281,999,925,1092,1048,1013,1014,1022,1020,831,930,1281,999,925,1092,1048,1013,1014,1022,1020,831,930,1281,999,925,1092,1048,1013,1014,1022,1020,831,930,1281,999,925,1092,1048,1013,1014,1022,1020,831,930,1281,999,925,1092,1048,1013,1014,1022,1020,831,930,1281,999,925,1092,1048,1013,1014,1022,1020,831,930,1281,999,925,1092,1048,1013,1014,1022,1020,831,930,1281,999,925,1092,1048,1013,1014,1022,1020,831,930,1281,999,925,1092,1048,1013,1014,1022,1020,831,930,1281,999,925,1092,1048,1013,1014,1022,1020,831,930,1281,999,925,1092,1048,1013,1014,1022,1020,831,930,1281,999,925,1092,1048,1013,1014,1022,1020,9
1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,1402,1257,1445,1257,1592,1325,1530,1308,1494,1399,1404,207
1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,1929,2447,2309,2896,2980,1030,3923,2573,2220,2772,2557,436
2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,2801,2803,2778,2820,2806,2802,2801,2802,2801,2798,2806,23
1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,1539,1311,1532,1638,1825,1526,1608,1539,1598,1564,1579,132
2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,2564,2556,2475,2471,2750,2441,2211,2878,2513,2407,2932,393
122,126,120,128,123,124,120,128,123,122,127,122,126,120,128,123,124,120,128,123,122,127,122,126,120,128,123,124,120,128,123,122,127,122,126,120,128,123,124,120,128,123,122,127,122,126,120,128,123,124,120,128,123,122,127,122,126,120,128,123,124,120,128,123,122,127,122,126,120,128,123,124,120,128,123,122,127,122,126,120,128,123,124,120,128,123,122,127,122,126,120,128,123,124,120,128,123,122,127,122,126,120,128,123,124,120,128,123,122,127,122,126,120,128,123,124,120,128,123,122,127,122,126,120,128,123,124,120,128,123,122,127,615
1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,1165,1145,1219,1100,1253,1154,1146,1220,1174,1182,1182,221
4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,4370,4363,4377,4457,4372,4184,4474,3798,4769,4548,4629,544
696,854,651,760,789,855,817,743,775,810,776,696,854,651,760,789,855,817,743,775,810,776,696,854,651,760,789,855,817,743,775,810,776,696,854,651,760,789,855,817,743,775,810,776,696,854,651,760,789,855,817,743,775,810,776,696,854,651,760,789,855,817,743,775,810,776,696,854,651,760,789,855,817,743,775,810,776,696,854,651,760,789,855,817,743,775,810,776,696,854,651,760,789,855,817,743,775,810,776,696,854,651,760,789,855,817,743,775,810,776,696,854,651,760,789,855,817,743,775,810,776,696,854,651,760,789,855,817,743,775,810,776,295
3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,3251,3324,3201,3378,3298,2694,3642,3543,3293,3291,3292,250
1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,1556,1548,1551,1566,1444,1626,1601,1472,1617,1585,1558,234
1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,1246,1245,1244,918,1486,1020,1427,1176,1430,1208,1304,338
25,29,37,52,92,52,34,40,37,25,29,37,52,92,52,34,40,37,25,29,37,52,92,52,34,40,37,25,29,37,52,92,52,34,40,37,25,29,37,52,92,52,34,40,37,25,29,37,52,92,52,34,40,37,25,29,37,52,92,52,34,40,37,25,29,37,52,92,52,34,40,37,25,29,37,52,92,52,34,40,37,25,29,37,52,92,52,34,40,37,25,29,37,52,92,52,34,40,37,25,29,37,52,92,52,34,40,37,342,,,,,,,,,,,,,,,,,,,,,,,,
735,682,808,745,680,798,688,803,732,761,745,735,682,808,745,680,798,688,803,732,761,745,735,682,808,745,680,798,688,803,732,761,745,735,682,808,745,680,798,688,803,732,761,745,735,682,808,745,680,798,688,803,732,761,745,735,682,808,745,680,798,688,803,732,761,745,735,682,808,745,680,798,688,803,732,761,745,735,682,808,745,680,798,688,803,732,761,745,735,682,808,745,680,798,688,803,732,761,745,735,682,808,745,680,798,688,803,732,761,745,735,682,808,745,680,798,688,803,732,761,745,735,682,808,745,680,798,688,803,732,761,745,213
858,986,592,974,1122,794,1053,950,957,930,922,858,986,592,974,1122,794,1053,950,957,930,922,858,986,592,974,1122,794,1053,950,957,930,922,858,986,592,974,1122,794,1053,950,957,930,922,858,986,592,974,1122,794,1053,950,957,930,922,858,986,592,974,1122,794,1053,950,957,930,922,858,986,592,974,1122,794,1053,950,957,930,922,858,986,592,974,1122,794,1053,950,957,930,922,858,986,592,974,1122,794,1053,950,957,930,922,858,986,592,974,1122,794,1053,950,957,930,922,858,986,592,974,1122,794,1053,950,957,930,922,858,986,592,974,1122,794,1053,950,957,930,922,600
3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,3196,3178,3174,3169,3255,3224,3128,3157,3314,3199,3200,565
6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,6718,5318,6834,5378,7337,7124,7377,6614,5895,7899,7507,549
760,807,908,781,833,863,823,738,893,760,918,760,807,908,781,833,863,823,738,893,760,918,760,807,908,781,833,863,823,738,893,760,918,760,807,908,781,833,863,823,738,893,760,918,760,807,908,781,833,863,823,738,893,760,918,760,807,908,781,833,863,823,738,893,760,918,760,807,908,781,833,863,823,738,893,760,918,760,807,908,781,833,863,823,738,893,760,918,760,807,908,781,833,863,823,738,893,760,918,760,807,908,781,833,863,823,738,893,760,918,760,807,908,781,833,863,823,738,893,760,918,760,807,908,781,833,863,823,738,893,760,918,254
2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,2031,2029,1899,1478,2459,1279,2477,2448,2116,1526,2594,451
382,914,368,790,516,914,447,825,691,669,691,382,914,368,790,516,914,447,825,691,669,691,382,914,368,790,516,914,447,825,691,669,691,382,914,368,790,516,914,447,825,691,669,691,382,914,368,790,516,914,447,825,691,669,691,382,914,368,790,516,914,447,825,691,669,691,382,914,368,790,516,914,447,825,691,669,691,382,914,368,790,516,914,447,825,691,669,691,382,914,368,790,516,914,447,825,691,669,691,382,914,368,790,516,914,447,825,691,669,691,382,914,368,790,516,914,447,825,691,669,691,382,914,368,790,516,914,447,825,691,669,691,262
16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,16207,17366,14877,18724,14987,18627,16751,16849,16799,16798,16799,468
428,461,525,473,466,475,461,484,416,528,476,428,461,525,473,466,475,461,484,416,528,476,428,461,525,473,466,475,461,484,416,528,476,428,461,525,473,466,475,461,484,416,528,476,428,461,525,473,466,475,461,484,416,528,476,428,461,525,473,466,475,461,484,416,528,476,428,461,525,473,466,475,461,484,416,528,476,428,461,525,473,466,475,461,484,416,528,476,428,461,525,473,466,475,461,484,416,528,476,428,461,525,473,466,475,461,484,416,528,476,428,461,525,473,466,475,461,484,416,528,476,428,461,525,473,466,475,461,484,416,528,476,11
1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,1987,2016,1977,1992,2053,2007,2020,2028,2022,2011,2013,606
1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,1174,1068,1262,1189,1136,1204,1176,1177,1141,1205,1174,164
38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,38445,38443,38421,38338,38470,38538,38464,37871,39020,38434,38457,0
644,1281,999,962,1015,918,1029,980,992,986,981,644,1281,999,962,1015,918,1029,980,992,986,981,644,1281,999,962,1015,918,1029,980,992,986,981,644,1281,999,962,1015,918,1029,980,992,986,981,644,1281,999,962,1015,918,1029,980,992,986,981,644,1281,999,962,1015,918,1029,980,992,986,981,644,1281,999,962,1015,918,1029,980,992,986,981,644,1281,999,962,1015,918,1029,980,992,986,981,644,1281,999,962,1015,918,1029,980,992,986,981,644,1281,999,962,1015,918,1029,980,992,986,981,644,1281,999,962,1015,918,1029,980,992,986,981,644,1281,999,962,1015,918,1029,980,992,986,981,599
2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,2266,2266,2206,2228,2340,2251,2268,2007,2553,2266,2278,460
