band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,899,678,1457,512,1565,1102,1032,542,963,1188,1439,988,1086,1045,584
2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,2148,2597,1757,3099,2347,2520,2383,2441,2317,2505,2413,2410,2240,2591,395
2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,2348,2120,2978,2790,2466,2170,2765,2633,1529,3796,1950,3228,2407,2728,547
1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,1761,1792,1745,1845,1616,1962,1546,2045,1756,1700,1872,1814,1781,1813,605
1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,1652,966,1305,1716,1877,2225,1769,1698,941,1905,1647,2116,1529,1779,149
954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,954,967,966,963,931,973,927,987,988,854,1063,871,1043,989,238
583,639,488,611,567,723,625,552,670,526,650,639,668,615,583,639,488,611,567,723,625,552,670,526,650,639,668,615,583,639,488,611,567,723,625,552,670,526,650,639,668,615,583,639,488,611,567,723,625,552,670,526,650,639,668,615,583,639,488,611,567,723,625,552,670,526,650,639,668,615,583,639,488,611,567,723,625,552,670,526,650,639,668,615,583,639,488,611,567,723,625,552,670,526,650,639,668,615,583,639,488,611,567,723,625,552,670,526,650,639,668,615,583,639,488,611,567,723,625,552,670,526,650,639,668,615,583,639,488,611,567,723,625,552,670,526,650,639,668,615,583,639,488,611,567,723,625,552,670,526,650,639,668,615,583,639,488,611,567,723,625,552,670,526,650,639,668,615,58
1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,1442,1012,1877,1448,1271,1213,1876,1442,1413,1479,1456,1451,1350,1551,33
1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,1003,1146,1071,864,1131,972,1334,1073,733,1402,1086,1019,1128,1081,182
2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,2561,4138,1638,4126,4238,3582,2129,4620,3341,1544,4213,4449,3367,3398,477
38,38,37,39,35,41,36,37,40,32,43,39,37,39,38,38,37,39,35,41,36,37,40,32,43,39,37,39,38,38,37,39,35,41,36,37,40,32,43,39,37,39,38,38,37,39,35,41,36,37,40,32,43,39,37,39,38,38,37,39,35,41,36,37,40,32,43,39,37,39,38,38,37,39,35,41,36,37,40,32,43,39,37,39,38,38,37,39,35,41,36,37,40,32,43,39,37,39,38,38,37,39,35,41,36,37,40,32,43,39,37,39,38,38,37,39,35,41,36,37,40,32,43,39,37,39,38,38,37,39,35,41,36,37,40,32,43,39,37,39,38,38,37,39,35,41,36,37,40,32,43,39,37,39,38,38,37,39,35,41,36,37,40,32,43,39,37,39,603
453,781,539,591,741,877,964,691,715,662,769,709,705,711,453,781,539,591,741,877,964,691,715,662,769,709,705,711,453,781,539,591,741,877,964,691,715,662,769,709,705,711,453,781,539,591,741,877,964,691,715,662,769,709,705,711,453,781,539,591,741,877,964,691,715,662,769,709,705,711,453,781,539,591,741,877,964,691,715,662,769,709,705,711,453,781,539,591,741,877,964,691,715,662,769,709,705,711,453,781,539,591,741,877,964,691,715,662,769,709,705,711,453,781,539,591,741,877,964,691,715,662,769,709,705,711,453,781,539,591,741,877,964,691,715,662,769,709,705,711,453,781,539,591,741,877,964,691,715,662,769,709,705,711,453,781,539,591,741,877,964,691,715,662,769,709,705,711,76
669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,669,889,799,613,952,490,1196,585,890,395,1110,1088,798,815,224
4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,4436,3166,5777,2708,5281,5488,1953,5111,6051,4975,4221,4793,4498,4497,551
325,298,321,295,413,259,276,390,365,339,353,320,342,332,325,298,321,295,413,259,276,390,365,339,353,320,342,332,325,298,321,295,413,259,276,390,365,339,353,320,342,332,325,298,321,295,413,259,276,390,365,339,353,320,342,332,325,298,321,295,413,259,276,390,365,339,353,320,342,332,325,298,321,295,413,259,276,390,365,339,353,320,342,332,325,298,321,295,413,259,276,390,365,339,353,320,342,332,325,298,321,295,413,259,276,390,365,339,353,320,342,332,325,298,321,295,413,259,276,390,365,339,353,320,342,332,325,298,321,295,413,259,276,390,365,339,353,320,342,332,325,298,321,295,413,259,276,390,365,339,353,320,342,332,325,298,321,295,413,259,276,390,365,339,353,320,342,332,323
513,949,917,663,826,875,739,884,795,812,807,775,811,809,513,949,917,663,826,875,739,884,795,812,807,775,811,809,513,949,917,663,826,875,739,884,795,812,807,775,811,809,513,949,917,663,826,875,739,884,795,812,807,775,811,809,513,949,917,663,826,875,739,884,795,812,807,775,811,809,513,949,917,663,826,875,739,884,795,812,807,775,811,809,513,949,917,663,826,875,739,884,795,812,807,775,811,809,513,949,917,663,826,875,739,884,795,812,807,775,811,809,513,949,917,663,826,875,739,884,795,812,807,775,811,809,513,949,917,663,826,875,739,884,795,812,807,775,811,809,513,949,917,663,826,875,739,884,795,812,807,775,811,809,513,949,917,663,826,875,739,884,795,812,807,775,811,809,9
1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,1079,1097,1115,1002,1068,1093,1123,1109,1122,1080,1202,1118,1089,1116,207
1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,1929,703,3103,950,2896,4010,1963,1960,1462,2437,2274,1921,2028,436,,,,,,,,,,,,
2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,2201,2174,2222,2207,2180,2224,2197,2205,2201,2201,2201,2197,2188,2220,23
1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,1209,1036,1453,1212,1110,1370,1213,1237,1214,1261,1163,1315,1230,1236,132
1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,1730,2064,2123,2140,2009,2015,1792,1545,2050,2666,2011,1639,2300,2114,393
98,94,97,92,104,93,91,107,99,98,98,95,99,98,98,94,97,92,104,93,91,107,99,98,98,95,99,98,98,94,97,92,104,93,91,107,99,98,98,95,99,98,98,94,97,92,104,93,91,107,99,98,98,95,99,98,98,94,97,92,104,93,91,107,99,98,98,95,99,98,98,94,97,92,104,93,91,107,99,98,98,95,99,98,98,94,97,92,104,93,91,107,99,98,98,95,99,98,98,94,97,92,104,93,91,107,99,98,98,95,99,98,98,94,97,92,104,93,91,107,99,98,98,95,99,98,98,94,97,92,104,93,91,107,99,98,98,95,99,98,98,94,97,92,104,93,91,107,99,98,98,95,99,98,98,94,97,92,104,93,91,107,99,98,98,95,99,98,615
891,904,978,922,920,823,1008,885,982,921,931,925,920,930,891,904,978,922,920,823,1008,885,982,921,931,925,920,930,891,904,978,922,920,823,1008,885,982,921,931,925,920,930,891,904,978,922,920,823,1008,885,982,921,931,925,920,930,891,904,978,922,920,823,1008,885,982,921,931,925,920,930,891,904,978,922,920,823,1008,885,982,921,931,925,920,930,891,904,978,922,920,823,1008,885,982,921,931,925,920,930,891,904,978,922,920,823,1008,885,982,921,931,925,920,930,891,904,978,922,920,823,1008,885,982,921,931,925,920,930,891,904,978,922,920,823,1008,885,982,921,931,925,920,930,891,904,978,922,920,823,1008,885,982,921,931,925,920,930,891,904,978,922,920,823,1008,885,982,921,931,925,920,930,221
3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,3401,3351,3585,3389,3539,3410,3314,3563,3045,3798,2367,4635,3335,3609,544
582,636,393,817,533,690,560,595,616,489,787,597,622,609,582,636,393,817,533,690,560,595,616,489,787,597,622,609,582,636,393,817,533,690,560,595,616,489,787,597,622,609,582,636,393,817,533,690,560,595,616,489,787,597,622,609,582,636,393,817,533,690,560,595,616,489,787,597,622,609,582,636,393,817,533,690,560,595,616,489,787,597,622,609,582,636,393,817,533,690,560,595,616,489,787,597,622,609,582,636,393,817,533,690,560,595,616,489,787,597,622,609,582,636,393,817,533,690,560,595,616,489,787,597,622,609,582,636,393,817,533,690,560,595,616,489,787,597,622,609,582,636,393,817,533,690,560,595,616,489,787,597,622,609,582,636,393,817,533,690,560,595,616,489,787,597,622,609,295
2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,2531,2476,2747,2218,2617,2816,2037,3213,2133,2970,2690,2586,2586,2587,250
1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,1129,1311,1120,1261,1270,1231,1156,1303,1226,1139,1304,1199,1251,1224,234
972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,972,746,1161,995,779,1174,788,1123,1043,981,972,1009,979,982,338
25,29,32,5,40,12,81,11,52,41,41,29,25,29,32,5,40,12,81,11,52,41,41,29,25,29,32,5,40,12,81,11,52,41,41,29,25,29,32,5,40,12,81,11,52,41,41,29,25,29,32,5,40,12,81,11,52,41,41,29,25,29,32,5,40,12,81,11,52,41,41,29,25,29,32,5,40,12,81,11,52,41,41,29,25,29,32,5,40,12,81,11,52,41,41,29,25,29,32,5,40,12,81,11,52,41,41,29,25,29,32,5,40,12,81,11,52,41,41,29,25,29,32,5,40,12,81,11,52,41,41,29,25,29,32,5,40,12,81,11,52,41,41,29,342,,,,,,,,,,,,,,,,,,,,,,,,
565,514,639,556,576,573,583,559,688,578,587,585,586,588,565,514,639,556,576,573,583,559,688,578,587,585,586,588,565,514,639,556,576,573,583,559,688,578,587,585,586,588,565,514,639,556,576,573,583,559,688,578,587,585,586,588,565,514,639,556,576,573,583,559,688,578,587,585,586,588,565,514,639,556,576,573,583,559,688,578,587,585,586,588,565,514,639,556,576,573,583,559,688,578,587,585,586,588,565,514,639,556,576,573,583,559,688,578,587,585,586,588,565,514,639,556,576,573,583,559,688,578,587,585,586,588,565,514,639,556,576,573,583,559,688,578,587,585,586,588,565,514,639,556,576,573,583,559,688,578,587,585,586,588,565,514,639,556,576,573,583,559,688,578,587,585,586,588,213
