band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,1533,1739,1711,1158,2007,1955,1691,1007,2352,1692,1537,1434,1531,2207,1727,61
476,520,793,1120,1073,1053,883,642,418,592,476,520,793,1120,1073,1053,883,642,418,592,476,520,793,1120,1073,1053,883,642,418,592,476,520,793,1120,1073,1053,883,642,418,592,476,520,793,1120,1073,1053,883,642,418,592,476,520,793,1120,1073,1053,883,642,418,592,476,520,793,1120,1073,1053,883,642,418,592,476,520,793,1120,1073,1053,883,642,418,592,476,520,793,1120,1073,1053,883,642,418,592,476,520,793,1120,1073,1053,883,642,418,592,476,520,793,1120,1073,1053,883,642,418,592,476,520,793,1120,1073,1053,883,642,418,592,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,653,667,654,678,659,656,676,650,668,673,665,663,664,663,664,16
899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,899,678,699,1270,1085,480,1166,979,1441,771,1128,781,1178,896,1045,584
2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,2148,2242,2112,2369,2385,2247,2203,2020,2459,2054,2324,2426,2002,2186,2591,395
2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,2348,2120,2713,1901,2849,2432,509,4267,2199,461,4507,1239,3568,2374,2421,547
1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,1618,1683,1639,1738,1624,1572,1782,1454,1660,1910,1681,1659,1655,1701,1672,605
1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,1542,1076,1305,1716,1877,1714,511,2196,1926,1551,1531,1538,1510,1585,1547,149
891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,891,904,884,893,836,868,941,915,941,906,867,907,909,886,928,238
557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,557,477,676,372,622,591,523,742,570,555,492,603,611,593,572,58
1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,1317,1137,1586,1368,1313,1345,1395,1347,1335,1378,1351,1188,1510,1358,1353,33
1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,1003,971,1033,951,875,1123,958,969,1012,1051,1044,825,1202,979,1047,182
2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,2561,2485,3291,4126,2703,2024,4654,3301,2266,4114,3194,3143,3083,3237,3162,477
36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,36,35,34,32,39,33,34,31,43,37,35,35,35,36,36,603
453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,453,781,539,591,741,855,651,569,765,486,834,657,663,662,661,76
669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,669,815,773,713,519,923,544,731,506,1285,773,737,792,756,753,224
4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,4116,3486,2999,5486,4799,3615,4308,4679,3900,2583,6082,4310,4187,4150,4255,551
305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,305,258,320,337,251,276,396,288,233,340,336,360,310,309,309,323
513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,513,949,611,763,844,713,573,994,735,746,743,744,754,741,752,9
919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,919,918,1243,1024,923,1129,1019,924,1149,1004,1050,976,1073,1032,1030,207
1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,1706,926,1744,2309,2086,810,2994,1016,2545,2030,2007,1834,1770,1987,1872,436
2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,2021,2049,2089,2051,2019,2089,2064,2054,2054,2054,2056,2054,2054,2050,2060,23
1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,1132,1113,1139,998,1365,1122,1012,1315,1156,1051,1160,1244,1005,1281,1166,132
1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,1730,2026,1884,1823,1935,1430,2109,1716,2266,1807,1620,2178,1913,1880,1881,393
91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,91,91,86,96,85,94,80,101,92,92,86,93,94,91,91,615
856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,856,866,865,863,843,864,874,835,855,905,862,853,865,867,867,221
3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,3211,3230,3171,3241,3098,3329,3251,2939,3377,2869,2679,4268,2734,3711,3233,544
515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,515,600,496,590,640,560,349,726,506,609,661,541,566,586,581,295
