band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,2148,2597,3039,2042,3115,2395,2821,2616,2604,2571,2625,2592,2603,395
2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,2718,2798,2579,2758,2876,1143,4267,2660,2986,2760,2539,3052,2772,547
1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,1761,2063,1955,1928,1672,1997,2110,1923,1821,1995,1960,1914,1949,605
1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,1666,952,2718,1751,1778,876,2196,2212,1834,1718,1390,2255,1779,149
1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,1037,1035,1038,1001,1034,1072,988,1072,1027,1002,984,1128,1058,238
583,639,679,614,730,573,776,569,665,644,726,689,669,583,639,679,614,730,573,776,569,665,644,726,689,669,583,639,679,614,730,573,776,569,665,644,726,689,669,583,639,679,614,730,573,776,569,665,644,726,689,669,583,639,679,614,730,573,776,569,665,644,726,689,669,583,639,679,614,730,573,776,569,665,644,726,689,669,583,639,679,614,730,573,776,569,665,644,726,689,669,583,639,679,614,730,573,776,569,665,644,726,689,669,583,639,679,614,730,573,776,569,665,644,726,689,669,583,639,679,614,730,573,776,569,665,644,726,689,669,583,639,679,614,730,573,776,569,665,644,726,689,669,583,639,679,614,730,573,776,569,665,644,726,689,669,58
1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,1442,1651,1490,1589,1628,1535,1580,1379,1354,1950,1428,1693,1562,33
1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,1136,1164,1042,1062,1090,1420,969,1272,1237,1060,1196,1194,1201,182
3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,3621,3341,3788,1713,4727,4654,3649,1918,4506,4213,3376,4088,3750,477
39,42,42,41,34,45,31,48,44,41,42,41,41,39,42,42,41,34,45,31,48,44,41,42,41,41,39,42,42,41,34,45,31,48,44,41,42,41,41,39,42,42,41,34,45,31,48,44,41,42,41,41,39,42,42,41,34,45,31,48,44,41,42,41,41,39,42,42,41,34,45,31,48,44,41,42,41,41,39,42,42,41,34,45,31,48,44,41,42,41,41,39,42,42,41,34,45,31,48,44,41,42,41,41,39,42,42,41,34,45,31,48,44,41,42,41,41,39,42,42,41,34,45,31,48,44,41,42,41,41,39,42,42,41,34,45,31,48,44,41,42,41,41,39,42,42,41,34,45,31,48,44,41,42,41,41,603
763,471,1044,769,763,761,609,908,758,770,765,762,765,763,471,1044,769,763,761,609,908,758,770,765,762,765,763,471,1044,769,763,761,609,908,758,770,765,762,765,763,471,1044,769,763,761,609,908,758,770,765,762,765,763,471,1044,769,763,761,609,908,758,770,765,762,765,763,471,1044,769,763,761,609,908,758,770,765,762,765,763,471,1044,769,763,761,609,908,758,770,765,762,765,763,471,1044,769,763,761,609,908,758,770,765,762,765,763,471,1044,769,763,761,609,908,758,770,765,762,765,763,471,1044,769,763,761,609,908,758,770,765,762,765,763,471,1044,769,763,761,609,908,758,770,765,762,765,763,471,1044,769,763,761,609,908,758,770,765,762,765,76
669,889,927,895,916,660,731,1214,577,1110,767,1065,869,669,889,927,895,916,660,731,1214,577,1110,767,1065,869,669,889,927,895,916,660,731,1214,577,1110,767,1065,869,669,889,927,895,916,660,731,1214,577,1110,767,1065,869,669,889,927,895,916,660,731,1214,577,1110,767,1065,869,669,889,927,895,916,660,731,1214,577,1110,767,1065,869,669,889,927,895,916,660,731,1214,577,1110,767,1065,869,669,889,927,895,916,660,731,1214,577,1110,767,1065,869,669,889,927,895,916,660,731,1214,577,1110,767,1065,869,669,889,927,895,916,660,731,1214,577,1110,767,1065,869,669,889,927,895,916,660,731,1214,577,1110,767,1065,869,669,889,927,895,916,660,731,1214,577,1110,767,1065,869,224
4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,4589,3013,5941,4959,5331,4976,5088,4817,4869,4594,4895,4485,5398,551
325,298,435,288,401,389,295,372,398,346,361,364,356,325,298,435,288,401,389,295,372,398,346,361,364,356,325,298,435,288,401,389,295,372,398,346,361,364,356,325,298,435,288,401,389,295,372,398,346,361,364,356,325,298,435,288,401,389,295,372,398,346,361,364,356,325,298,435,288,401,389,295,372,398,346,361,364,356,325,298,435,288,401,389,295,372,398,346,361,364,356,325,298,435,288,401,389,295,372,398,346,361,364,356,325,298,435,288,401,389,295,372,398,346,361,364,356,325,298,435,288,401,389,295,372,398,346,361,364,356,325,298,435,288,401,389,295,372,398,346,361,364,356,325,298,435,288,401,389,295,372,398,346,361,364,356,323
831,631,917,870,980,737,1031,857,882,852,856,717,1014,831,631,917,870,980,737,1031,857,882,852,856,717,1014,831,631,917,870,980,737,1031,857,882,852,856,717,1014,831,631,917,870,980,737,1031,857,882,852,856,717,1014,831,631,917,870,980,737,1031,857,882,852,856,717,1014,831,631,917,870,980,737,1031,857,882,852,856,717,1014,831,631,917,870,980,737,1031,857,882,852,856,717,1014,831,631,917,870,980,737,1031,857,882,852,856,717,1014,831,631,917,870,980,737,1031,857,882,852,856,717,1014,831,631,917,870,980,737,1031,857,882,852,856,717,1014,831,631,917,870,980,737,1031,857,882,852,856,717,1014,831,631,917,870,980,737,1031,857,882,852,856,717,1014,9
1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,1107,1265,1175,1091,1194,1121,1325,1071,1308,1170,1121,1251,1214,207
1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,1929,703,3745,2009,1195,2994,1016,2545,2840,2278,2112,2141,2129,436
2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,2371,2272,2442,2363,2390,2377,2379,2371,2370,2371,2370,2371,2371,23
1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,1328,1328,1290,1349,1343,1243,1385,1352,1194,919,1868,1214,1446,132
1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,1730,2603,2128,2088,2279,2109,2229,2152,1964,2298,2204,2119,2295,393
105,105,105,99,103,106,101,111,99,112,105,107,105,105,105,105,99,103,106,101,111,99,112,105,107,105,105,105,105,99,103,106,101,111,99,112,105,107,105,105,105,105,99,103,106,101,111,99,112,105,107,105,105,105,105,99,103,106,101,111,99,112,105,107,105,105,105,105,99,103,106,101,111,99,112,105,107,105,105,105,105,99,103,106,101,111,99,112,105,107,105,105,105,105,99,103,106,101,111,99,112,105,107,105,105,105,105,99,103,106,101,111,99,112,105,107,105,105,105,105,99,103,106,101,111,99,112,105,107,105,105,105,105,99,103,106,101,111,99,112,105,107,105,105,105,105,99,103,106,101,111,99,112,105,107,105,615
979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,979,977,1016,980,1024,994,991,1002,933,1003,1041,1004,996,221
3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,3703,3733,3559,3797,3801,3661,3762,3231,3066,4449,4139,3285,4155,544
644,645,639,590,659,573,840,392,920,621,690,644,669,644,645,639,590,659,573,840,392,920,621,690,644,669,644,645,639,590,659,573,840,392,920,621,690,644,669,644,645,639,590,659,573,840,392,920,621,690,644,669,644,645,639,590,659,573,840,392,920,621,690,644,669,644,645,639,590,659,573,840,392,920,621,690,644,669,644,645,639,590,659,573,840,392,920,621,690,644,669,644,645,639,590,659,573,840,392,920,621,690,644,669,644,645,639,590,659,573,840,392,920,621,690,644,669,644,645,639,590,659,573,840,392,920,621,690,644,669,644,645,639,590,659,573,840,392,920,621,690,644,669,644,645,639,590,659,573,840,392,920,621,690,644,669,295
2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,2531,2915,2674,3001,2499,2832,2694,3032,2446,3226,2785,2786,2786,250
1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,1276,1185,1477,1290,1299,1138,1556,1317,1288,1266,1360,1339,1333,234
972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,972,1128,779,1328,999,1096,857,1273,932,1152,882,1229,1077,338
25,29,37,28,24,92,52,41,33,37,25,29,37,28,24,92,52,41,33,37,25,29,37,28,24,92,52,41,33,37,25,29,37,28,24,92,52,41,33,37,25,29,37,28,24,92,52,41,33,37,25,29,37,28,24,92,52,41,33,37,25,29,37,28,24,92,52,41,33,37,25,29,37,28,24,92,52,41,33,37,25,29,37,28,24,92,52,41,33,37,25,29,37,28,24,92,52,41,33,37,25,29,37,28,24,92,52,41,33,37,25,29,37,28,24,92,52,41,33,37,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,671,650,562,685,615,585,677,561,714,620,640,632,565,671,650,562,685,615,585,677,561,714,620,640,632,565,671,650,562,685,615,585,677,561,714,620,640,632,565,671,650,562,685,615,585,677,561,714,620,640,632,565,671,650,562,685,615,585,677,561,714,620,640,632,565,671,650,562,685,615,585,677,561,714,620,640,632,565,671,650,562,685,615,585,677,561,714,620,640,632,565,671,650,562,685,615,585,677,561,714,620,640,632,565,671,650,562,685,615,585,677,561,714,620,640,632,565,671,650,562,685,615,585,677,561,714,620,640,632,565,671,650,562,685,615,585,677,561,714,620,640,632,565,671,650,562,685,615,585,677,561,714,620,640,632,213
754,652,929,579,984,634,794,852,840,756,790,787,787,754,652,929,579,984,634,794,852,840,756,790,787,787,754,652,929,579,984,634,794,852,840,756,790,787,787,754,652,929,579,984,634,794,852,840,756,790,787,787,754,652,929,579,984,634,794,852,840,756,790,787,787,754,652,929,579,984,634,794,852,840,756,790,787,787,754,652,929,579,984,634,794,852,840,756,790,787,787,754,652,929,579,984,634,794,852,840,756,790,787,787,754,652,929,579,984,634,794,852,840,756,790,787,787,754,652,929,579,984,634,794,852,840,756,790,787,787,754,652,929,579,984,634,794,852,840,756,790,787,787,754,652,929,579,984,634,794,852,840,756,790,787,787,600
2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,2672,2697,2685,2501,2965,2584,2790,2757,2711,2597,2772,2755,2708,565
