band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
3764,3881,3911,3849,3856,3852,3852,3853,3764,3881,3911,3849,3856,3852,3852,3853,3764,3881,3911,3849,3856,3852,3852,3853,3764,3881,3911,3849,3856,3852,3852,3853,3764,3881,3911,3849,3856,3852,3852,3853,3764,3881,3911,3849,3856,3852,3852,3853,3764,3881,3911,3849,3856,3852,3852,3853,3764,3881,3911,3849,3856,3852,3852,3853,3764,3881,3911,3849,3856,3852,3852,3853,3764,3881,3911,3849,3856,3852,3852,3853,3764,3881,3911,3849,3856,3852,3852,3853,3764,3881,3911,3849,3856,3852,3852,3853,23
2133,2180,2143,2147,2184,1944,2317,2211,2133,2180,2143,2147,2184,1944,2317,2211,2133,2180,2143,2147,2184,1944,2317,2211,2133,2180,2143,2147,2184,1944,2317,2211,2133,2180,2143,2147,2184,1944,2317,2211,2133,2180,2143,2147,2184,1944,2317,2211,2133,2180,2143,2147,2184,1944,2317,2211,2133,2180,2143,2147,2184,1944,2317,2211,2133,2180,2143,2147,2184,1944,2317,2211,2133,2180,2143,2147,2184,1944,2317,2211,2133,2180,2143,2147,2184,1944,2317,2211,2133,2180,2143,2147,2184,1944,2317,2211,132
3484,3210,3877,3302,3595,2878,4098,3754,3484,3210,3877,3302,3595,2878,4098,3754,3484,3210,3877,3302,3595,2878,4098,3754,3484,3210,3877,3302,3595,2878,4098,3754,3484,3210,3877,3302,3595,2878,4098,3754,3484,3210,3877,3302,3595,2878,4098,3754,3484,3210,3877,3302,3595,2878,4098,3754,3484,3210,3877,3302,3595,2878,4098,3754,3484,3210,3877,3302,3595,2878,4098,3754,3484,3210,3877,3302,3595,2878,4098,3754,3484,3210,3877,3302,3595,2878,4098,3754,3484,3210,3877,3302,3595,2878,4098,3754,393
166,174,165,164,179,171,173,171,166,174,165,164,179,171,173,171,166,174,165,164,179,171,173,171,166,174,165,164,179,171,173,171,166,174,165,164,179,171,173,171,166,174,165,164,179,171,173,171,166,174,165,164,179,171,173,171,166,174,165,164,179,171,173,171,166,174,165,164,179,171,173,171,166,174,165,164,179,171,173,171,166,174,165,164,179,171,173,171,166,174,165,164,179,171,173,171,615
1615,1616,1603,1612,1632,1609,1620,1633,1615,1616,1603,1612,1632,1609,1620,1633,1615,1616,1603,1612,1632,1609,1620,1633,1615,1616,1603,1612,1632,1609,1620,1633,1615,1616,1603,1612,1632,1609,1620,1633,1615,1616,1603,1612,1632,1609,1620,1633,1615,1616,1603,1612,1632,1609,1620,1633,1615,1616,1603,1612,1632,1609,1620,1633,1615,1616,1603,1612,1632,1609,1620,1633,1615,1616,1603,1612,1632,1609,1620,1633,1615,1616,1603,1612,1632,1609,1620,1633,1615,1616,1603,1612,1632,1609,1620,1633,221
6021,5936,6088,5944,6186,6046,5176,6944,6021,5936,6088,5944,6186,6046,5176,6944,6021,5936,6088,5944,6186,6046,5176,6944,6021,5936,6088,5944,6186,6046,5176,6944,6021,5936,6088,5944,6186,6046,5176,6944,6021,5936,6088,5944,6186,6046,5176,6944,6021,5936,6088,5944,6186,6046,5176,6944,6021,5936,6088,5944,6186,6046,5176,6944,6021,5936,6088,5944,6186,6046,5176,6944,6021,5936,6088,5944,6186,6046,5176,6944,6021,5936,6088,5944,6186,6046,5176,6944,6021,5936,6088,5944,6186,6046,5176,6944,544
1043,1089,1045,1034,1118,989,1041,1167,1043,1089,1045,1034,1118,989,1041,1167,1043,1089,1045,1034,1118,989,1041,1167,1043,1089,1045,1034,1118,989,1041,1167,1043,1089,1045,1034,1118,989,1041,1167,1043,1089,1045,1034,1118,989,1041,1167,1043,1089,1045,1034,1118,989,1041,1167,1043,1089,1045,1034,1118,989,1041,1167,1043,1089,1045,1034,1118,989,1041,1167,1043,1089,1045,1034,1118,989,1041,1167,1043,1089,1045,1034,1118,989,1041,1167,1043,1089,1045,1034,1118,989,1041,1167,295
4441,4313,4749,3939,5187,4518,4534,4526,4441,4313,4749,3939,5187,4518,4534,4526,4441,4313,4749,3939,5187,4518,4534,4526,4441,4313,4749,3939,5187,4518,4534,4526,4441,4313,4749,3939,5187,4518,4534,4526,4441,4313,4749,3939,5187,4518,4534,4526,4441,4313,4749,3939,5187,4518,4534,4526,4441,4313,4749,3939,5187,4518,4534,4526,4441,4313,4749,3939,5187,4518,4534,4526,4441,4313,4749,3939,5187,4518,4534,4526,4441,4313,4749,3939,5187,4518,4534,4526,4441,4313,4749,3939,5187,4518,4534,4526,250
2139,1953,2287,2099,2191,2149,2162,2144,2139,1953,2287,2099,2191,2149,2162,2144,2139,1953,2287,2099,2191,2149,2162,2144,2139,1953,2287,2099,2191,2149,2162,2144,2139,1953,2287,2099,2191,2149,2162,2144,2139,1953,2287,2099,2191,2149,2162,2144,2139,1953,2287,2099,2191,2149,2162,2144,2139,1953,2287,2099,2191,2149,2162,2144,2139,1953,2287,2099,2191,2149,2162,2144,2139,1953,2287,2099,2191,2149,2162,2144,2139,1953,2287,2099,2191,2149,2162,2144,2139,1953,2287,2099,2191,2149,2162,2144,234
1712,1662,1708,1533,1937,1617,1810,1725,1712,1662,1708,1533,1937,1617,1810,1725,1712,1662,1708,1533,1937,1617,1810,1725,1712,1662,1708,1533,1937,1617,1810,1725,1712,1662,1708,1533,1937,1617,1810,1725,1712,1662,1708,1533,1937,1617,1810,1725,1712,1662,1708,1533,1937,1617,1810,1725,1712,1662,1708,1533,1937,1617,1810,1725,1712,1662,1708,1533,1937,1617,1810,1725,1712,1662,1708,1533,1937,1617,1810,1725,1712,1662,1708,1533,1937,1617,1810,1725,1712,1662,1708,1533,1937,1617,1810,1725,338
50,41,52,92,52,41,70,50,41,52,92,52,41,70,50,41,52,92,52,41,70,50,41,52,92,52,41,70,50,41,52,92,52,41,70,50,41,52,92,52,41,70,50,41,52,92,52,41,70,50,41,52,92,52,41,70,50,41,52,92,52,41,70,50,41,52,92,52,41,70,50,41,52,92,52,41,70,50,41,52,92,52,41,70,342,,,,,,,,,,,,
1009,953,1051,993,1104,1017,1025,1025,1009,953,1051,993,1104,1017,1025,1025,1009,953,1051,993,1104,1017,1025,1025,1009,953,1051,993,1104,1017,1025,1025,1009,953,1051,993,1104,1017,1025,1025,1009,953,1051,993,1104,1017,1025,1025,1009,953,1051,993,1104,1017,1025,1025,1009,953,1051,993,1104,1017,1025,1025,1009,953,1051,993,1104,1017,1025,1025,1009,953,1051,993,1104,1017,1025,1025,1009,953,1051,993,1104,1017,1025,1025,1009,953,1051,993,1104,1017,1025,1025,213
1267,1169,974,1549,1219,1407,1285,1268,1267,1169,974,1549,1219,1407,1285,1268,1267,1169,974,1549,1219,1407,1285,1268,1267,1169,974,1549,1219,1407,1285,1268,1267,1169,974,1549,1219,1407,1285,1268,1267,1169,974,1549,1219,1407,1285,1268,1267,1169,974,1549,1219,1407,1285,1268,1267,1169,974,1549,1219,1407,1285,1268,1267,1169,974,1549,1219,1407,1285,1268,1267,1169,974,1549,1219,1407,1285,1268,1267,1169,974,1549,1219,1407,1285,1268,1267,1169,974,1549,1219,1407,1285,1268,600
4343,4387,4422,4192,4649,4396,4398,4407,4343,4387,4422,4192,4649,4396,4398,4407,4343,4387,4422,4192,4649,4396,4398,4407,4343,4387,4422,4192,4649,4396,4398,4407,4343,4387,4422,4192,4649,4396,4398,4407,4343,4387,4422,4192,4649,4396,4398,4407,4343,4387,4422,4192,4649,4396,4398,4407,4343,4387,4422,4192,4649,4396,4398,4407,4343,4387,4422,4192,4649,4396,4398,4407,4343,4387,4422,4192,4649,4396,4398,4407,4343,4387,4422,4192,4649,4396,4398,4407,4343,4387,4422,4192,4649,4396,4398,4407,565
9249,8957,6042,12752,9086,6614,10563,10738,9249,8957,6042,12752,9086,6614,10563,10738,9249,8957,6042,12752,9086,6614,10563,10738,9249,8957,6042,12752,9086,6614,10563,10738,9249,8957,6042,12752,9086,6614,10563,10738,9249,8957,6042,12752,9086,6614,10563,10738,9249,8957,6042,12752,9086,6614,10563,10738,9249,8957,6042,12752,9086,6614,10563,10738,9249,8957,6042,12752,9086,6614,10563,10738,9249,8957,6042,12752,9086,6614,10563,10738,9249,8957,6042,12752,9086,6614,10563,10738,9249,8957,6042,12752,9086,6614,10563,10738,549
1133,1119,1144,1100,1166,1133,1049,1240,1133,1119,1144,1100,1166,1133,1049,1240,1133,1119,1144,1100,1166,1133,1049,1240,1133,1119,1144,1100,1166,1133,1049,1240,1133,1119,1144,1100,1166,1133,1049,1240,1133,1119,1144,1100,1166,1133,1049,1240,1133,1119,1144,1100,1166,1133,1049,1240,1133,1119,1144,1100,1166,1133,1049,1240,1133,1119,1144,1100,1166,1133,1049,1240,1133,1119,1144,1100,1166,1133,1049,1240,1133,1119,1144,1100,1166,1133,1049,1240,1133,1119,1144,1100,1166,1133,1049,1240,254
2785,2446,2206,3731,2484,2699,3062,2923,2785,2446,2206,3731,2484,2699,3062,2923,2785,2446,2206,3731,2484,2699,3062,2923,2785,2446,2206,3731,2484,2699,3062,2923,2785,2446,2206,3731,2484,2699,3062,2923,2785,2446,2206,3731,2484,2699,3062,2923,2785,2446,2206,3731,2484,2699,3062,2923,2785,2446,2206,3731,2484,2699,3062,2923,2785,2446,2206,3731,2484,2699,3062,2923,2785,2446,2206,3731,2484,2699,3062,2923,2785,2446,2206,3731,2484,2699,3062,2923,2785,2446,2206,3731,2484,2699,3062,2923,451
804,860,1015,291,1361,1035,851,990,804,860,1015,291,1361,1035,851,990,804,860,1015,291,1361,1035,851,990,804,860,1015,291,1361,1035,851,990,804,860,1015,291,1361,1035,851,990,804,860,1015,291,1361,1035,851,990,804,860,1015,291,1361,1035,851,990,804,860,1015,291,1361,1035,851,990,804,860,1015,291,1361,1035,851,990,804,860,1015,291,1361,1035,851,990,804,860,1015,291,1361,1035,851,990,804,860,1015,291,1361,1035,851,990,262
23090,23097,23040,22597,23639,23125,23098,23098,23090,23097,23040,22597,23639,23125,23098,23098,23090,23097,23040,22597,23639,23125,23098,23098,23090,23097,23040,22597,23639,23125,23098,23098,23090,23097,23040,22597,23639,23125,23098,23098,23090,23097,23040,22597,23639,23125,23098,23098,23090,23097,23040,22597,23639,23125,23098,23098,23090,23097,23040,22597,23639,23125,23098,23098,23090,23097,23040,22597,23639,23125,23098,23098,23090,23097,23040,22597,23639,23125,23098,23098,23090,23097,23040,22597,23639,23125,23098,23098,23090,23097,23040,22597,23639,23125,23098,23098,468
641,648,655,650,649,647,375,928,641,648,655,650,649,647,375,928,641,648,655,650,649,647,375,928,641,648,655,650,649,647,375,928,641,648,655,650,649,647,375,928,641,648,655,650,649,647,375,928,641,648,655,650,649,647,375,928,641,648,655,650,649,647,375,928,641,648,655,650,649,647,375,928,641,648,655,650,649,647,375,928,641,648,655,650,649,647,375,928,641,648,655,650,649,647,375,928,11
2762,2654,2754,2855,2760,2803,2756,2782,2762,2654,2754,2855,2760,2803,2756,2782,2762,2654,2754,2855,2760,2803,2756,2782,2762,2654,2754,2855,2760,2803,2756,2782,2762,2654,2754,2855,2760,2803,2756,2782,2762,2654,2754,2855,2760,2803,2756,2782,2762,2654,2754,2855,2760,2803,2756,2782,2762,2654,2754,2855,2760,2803,2756,2782,2762,2654,2754,2855,2760,2803,2756,2782,2762,2654,2754,2855,2760,2803,2756,2782,2762,2654,2754,2855,2760,2803,2756,2782,2762,2654,2754,2855,2760,2803,2756,2782,606
1567,1514,1671,1525,1750,1651,1614,1614,1567,1514,1671,1525,1750,1651,1614,1614,1567,1514,1671,1525,1750,1651,1614,1614,1567,1514,1671,1525,1750,1651,1614,1614,1567,1514,1671,1525,1750,1651,1614,1614,1567,1514,1671,1525,1750,1651,1614,1614,1567,1514,1671,1525,1750,1651,1614,1614,1567,1514,1671,1525,1750,1651,1614,1614,1567,1514,1671,1525,1750,1651,1614,1614,1567,1514,1671,1525,1750,1651,1614,1614,1567,1514,1671,1525,1750,1651,1614,1614,1567,1514,1671,1525,1750,1651,1614,1614,164
52863,52805,52919,52826,52810,52950,52172,53556,52863,52805,52919,52826,52810,52950,52172,53556,52863,52805,52919,52826,52810,52950,52172,53556,52863,52805,52919,52826,52810,52950,52172,53556,52863,52805,52919,52826,52810,52950,52172,53556,52863,52805,52919,52826,52810,52950,52172,53556,52863,52805,52919,52826,52810,52950,52172,53556,52863,52805,52919,52826,52810,52950,52172,53556,52863,52805,52919,52826,52810,52950,52172,53556,52863,52805,52919,52826,52810,52950,52172,53556,52863,52805,52919,52826,52810,52950,52172,53556,52863,52805,52919,52826,52810,52950,52172,53556,0
1170,1481,1376,1365,1245,1431,1370,1349,1170,1481,1376,1365,1245,1431,1370,1349,1170,1481,1376,1365,1245,1431,1370,1349,1170,1481,1376,1365,1245,1431,1370,1349,1170,1481,1376,1365,1245,1431,1370,1349,1170,1481,1376,1365,1245,1431,1370,1349,1170,1481,1376,1365,1245,1431,1370,1349,1170,1481,1376,1365,1245,1431,1370,1349,1170,1481,1376,1365,1245,1431,1370,1349,1170,1481,1376,1365,1245,1431,1370,1349,1170,1481,1376,1365,1245,1431,1370,1349,1170,1481,1376,1365,1245,1431,1370,1349,599
2983,3144,3209,3119,3107,3101,3148,3118,2983,3144,3209,3119,3107,3101,3148,3118,2983,3144,3209,3119,3107,3101,3148,3118,2983,3144,3209,3119,3107,3101,3148,3118,2983,3144,3209,3119,3107,3101,3148,3118,2983,3144,3209,3119,3107,3101,3148,3118,2983,3144,3209,3119,3107,3101,3148,3118,2983,3144,3209,3119,3107,3101,3148,3118,2983,3144,3209,3119,3107,3101,3148,3118,2983,3144,3209,3119,3107,3101,3148,3118,2983,3144,3209,3119,3107,3101,3148,3118,2983,3144,3209,3119,3107,3101,3148,3118,460
1958,1923,1961,1984,1967,1975,1961,1965,1958,1923,1961,1984,1967,1975,1961,1965,1958,1923,1961,1984,1967,1975,1961,1965,1958,1923,1961,1984,1967,1975,1961,1965,1958,1923,1961,1984,1967,1975,1961,1965,1958,1923,1961,1984,1967,1975,1961,1965,1958,1923,1961,1984,1967,1975,1961,1965,1958,1923,1961,1984,1967,1975,1961,1965,1958,1923,1961,1984,1967,1975,1961,1965,1958,1923,1961,1984,1967,1975,1961,1965,1958,1923,1961,1984,1967,1975,1961,1965,1958,1923,1961,1984,1967,1975,1961,1965,485
1652,1623,1604,1774,1774,1685,1685,1686,1652,1623,1604,1774,1774,1685,1685,1686,1652,1623,1604,1774,1774,1685,1685,1686,1652,1623,1604,1774,1774,1685,1685,1686,1652,1623,1604,1774,1774,1685,1685,1686,1652,1623,1604,1774,1774,1685,1685,1686,1652,1623,1604,1774,1774,1685,1685,1686,1652,1623,1604,1774,1774,1685,1685,1686,1652,1623,1604,1774,1774,1685,1685,1686,1652,1623,1604,1774,1774,1685,1685,1686,1652,1623,1604,1774,1774,1685,1685,1686,1652,1623,1604,1774,1774,1685,1685,1686,312
2415,3452,2522,2963,3333,2275,3510,3027,2415,3452,2522,2963,3333,2275,3510,3027,2415,3452,2522,2963,3333,2275,3510,3027,2415,3452,2522,2963,3333,2275,3510,3027,2415,3452,2522,2963,3333,2275,3510,3027,2415,3452,2522,2963,3333,2275,3510,3027,2415,3452,2522,2963,3333,2275,3510,3027,2415,3452,2522,2963,3333,2275,3510,3027,2415,3452,2522,2963,3333,2275,3510,3027,2415,3452,2522,2963,3333,2275,3510,3027,2415,3452,2522,2963,3333,2275,3510,3027,2415,3452,2522,2963,3333,2275,3510,3027,333
1061,1089,1047,1234,841,1232,1310,1240,1061,1089,1047,1234,841,1232,1310,1240,1061,1089,1047,1234,841,1232,1310,1240,1061,1089,1047,1234,841,1232,1310,1240,1061,1089,1047,1234,841,1232,1310,1240,1061,1089,1047,1234,841,1232,1310,1240,1061,1089,1047,1234,841,1232,1310,1240,1061,1089,1047,1234,841,1232,1310,1240,1061,1089,1047,1234,841,1232,1310,1240,1061,1089,1047,1234,841,1232,1310,1240,1061,1089,1047,1234,841,1232,1310,1240,1061,1089,1047,1234,841,1232,1310,1240,140
2093,1981,2155,2142,2032,2157,2078,2110,2093,1981,2155,2142,2032,2157,2078,2110,2093,1981,2155,2142,2032,2157,2078,2110,2093,1981,2155,2142,2032,2157,2078,2110,2093,1981,2155,2142,2032,2157,2078,2110,2093,1981,2155,2142,2032,2157,2078,2110,2093,1981,2155,2142,2032,2157,2078,2110,2093,1981,2155,2142,2032,2157,2078,2110,2093,1981,2155,2142,2032,2157,2078,2110,2093,1981,2155,2142,2032,2157,2078,2110,2093,1981,2155,2142,2032,2157,2078,2110,2093,1981,2155,2142,2032,2157,2078,2110,316
1188,2018,956,2601,1268,2749,1630,1982,1188,2018,956,2601,1268,2749,1630,1982,1188,2018,956,2601,1268,2749,1630,1982,1188,2018,956,2601,1268,2749,1630,1982,1188,2018,956,2601,1268,2749,1630,1982,1188,2018,956,2601,1268,2749,1630,1982,1188,2018,956,2601,1268,2749,1630,1982,1188,2018,956,2601,1268,2749,1630,1982,1188,2018,956,2601,1268,2749,1630,1982,1188,2018,956,2601,1268,2749,1630,1982,1188,2018,956,2601,1268,2749,1630,1982,1188,2018,956,2601,1268,2749,1630,1982,327
2726,2640,2553,2984,2640,2800,2704,2762,2726,2640,2553,2984,2640,2800,2704,2762,2726,2640,2553,2984,2640,2800,2704,2762,2726,2640,2553,2984,2640,2800,2704,2762,2726,2640,2553,2984,2640,2800,2704,2762,2726,2640,2553,2984,2640,2800,2704,2762,2726,2640,2553,2984,2640,2800,2704,2762,2726,2640,2553,2984,2640,2800,2704,2762,2726,2640,2553,2984,2640,2800,2704,2762,2726,2640,2553,2984,2640,2800,2704,2762,2726,2640,2553,2984,2640,2800,2704,2762,2726,2640,2553,2984,2640,2800,2704,2762,315
2883,2892,2891,2887,2885,2716,3065,2890,2883,2892,2891,2887,2885,2716,3065,2890,2883,2892,2891,2887,2885,2716,3065,2890,2883,2892,2891,2887,2885,2716,3065,2890,2883,2892,2891,2887,2885,2716,3065,2890,2883,2892,2891,2887,2885,2716,3065,2890,2883,2892,2891,2887,2885,2716,3065,2890,2883,2892,2891,2887,2885,2716,3065,2890,2883,2892,2891,2887,2885,2716,3065,2890,2883,2892,2891,2887,2885,2716,3065,2890,2883,2892,2891,2887,2885,2716,3065,2890,2883,2892,2891,2887,2885,2716,3065,2890,484
42062,42055,41601,42465,42183,41792,42371,42077,42062,42055,41601,42465,42183,41792,42371,42077,42062,42055,41601,42465,42183,41792,42371,42077,42062,42055,41601,42465,42183,41792,42371,42077,42062,42055,41601,42465,42183,41792,42371,42077,42062,42055,41601,42465,42183,41792,42371,42077,42062,42055,41601,42465,42183,41792,42371,42077,42062,42055,41601,42465,42183,41792,42371,42077,42062,42055,41601,42465,42183,41792,42371,42077,42062,42055,41601,42465,42183,41792,42371,42077,42062,42055,41601,42465,42183,41792,42371,42077,42062,42055,41601,42465,42183,41792,42371,42077,3
3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,559
3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,3927,4902,4237,4470,4578,4274,4572,4432,559
1927,1967,2322,2112,2132,1700,1990,2590,1927,1967,2322,2112,2132,1700,1990,2590,1927,1967,2322,2112,2132,1700,1990,2590,1927,1967,2322,2112,2132,1700,1990,2590,1927,1967,2322,2112,2132,1700,1990,2590,1927,1967,2322,2112,2132,1700,1990,2590,1927,1967,2322,2112,2132,1700,1990,2590,1927,1967,2322,2112,2132,1700,1990,2590,1927,1967,2322,2112,2132,1700,1990,2590,1927,1967,2322,2112,2132,1700,1990,2590,1927,1967,2322,2112,2132,1700,1990,2590,1927,1967,2322,2112,2132,1700,1990,2590,377
906,908,904,918,908,910,888,932,906,908,904,918,908,910,888,932,906,908,904,918,908,910,888,932,906,908,904,918,908,910,888,932,906,908,904,918,908,910,888,932,906,908,904,918,908,910,888,932,906,908,904,918,908,910,888,932,906,908,904,918,908,910,888,932,906,908,904,918,908,910,888,932,906,908,904,918,908,910,888,932,906,908,904,918,908,910,888,932,906,908,904,918,908,910,888,932,72
2428,2363,2449,2460,2385,2501,2411,2455,2428,2363,2449,2460,2385,2501,2411,2455,2428,2363,2449,2460,2385,2501,2411,2455,2428,2363,2449,2460,2385,2501,2411,2455,2428,2363,2449,2460,2385,2501,2411,2455,2428,2363,2449,2460,2385,2501,2411,2455,2428,2363,2449,2460,2385,2501,2411,2455,2428,2363,2449,2460,2385,2501,2411,2455,2428,2363,2449,2460,2385,2501,2411,2455,2428,2363,2449,2460,2385,2501,2411,2455,2428,2363,2449,2460,2385,2501,2411,2455,2428,2363,2449,2460,2385,2501,2411,2455,358
2501,2676,2644,2686,2562,2792,2664,2701,2501,2676,2644,2686,2562,2792,2664,2701,2501,2676,2644,2686,2562,2792,2664,2701,2501,2676,2644,2686,2562,2792,2664,2701,2501,2676,2644,2686,2562,2792,2664,2701,2501,2676,2644,2686,2562,2792,2664,2701,2501,2676,2644,2686,2562,2792,2664,2701,2501,2676,2644,2686,2562,2792,2664,2701,2501,2676,2644,2686,2562,2792,2664,2701,2501,2676,2644,2686,2562,2792,2664,2701,2501,2676,2644,2686,2562,2792,2664,2701,2501,2676,2644,2686,2562,2792,2664,2701,529
1241,536,1945,1212,1264,1238,1196,1294,1241,536,1945,1212,1264,1238,1196,1294,1241,536,1945,1212,1264,1238,1196,1294,1241,536,1945,1212,1264,1238,1196,1294,1241,536,1945,1212,1264,1238,1196,1294,1241,536,1945,1212,1264,1238,1196,1294,1241,536,1945,1212,1264,1238,1196,1294,1241,536,1945,1212,1264,1238,1196,1294,1241,536,1945,1212,1264,1238,1196,1294,1241,536,1945,1212,1264,1238,1196,1294,1241,536,1945,1212,1264,1238,1196,1294,1241,536,1945,1212,1264,1238,1196,1294,218
2532,2747,2351,2933,2556,2724,2670,2660,2532,2747,2351,2933,2556,2724,2670,2660,2532,2747,2351,2933,2556,2724,2670,2660,2532,2747,2351,2933,2556,2724,2670,2660,2532,2747,2351,2933,2556,2724,2670,2660,2532,2747,2351,2933,2556,2724,2670,2660,2532,2747,2351,2933,2556,2724,2670,2660,2532,2747,2351,2933,2556,2724,2670,2660,2532,2747,2351,2933,2556,2724,2670,2660,2532,2747,2351,2933,2556,2724,2670,2660,2532,2747,2351,2933,2556,2724,2670,2660,2532,2747,2351,2933,2556,2724,2670,2660,152
1812,1736,1789,1842,1880,1809,1791,1836,1812,1736,1789,1842,1880,1809,1791,1836,1812,1736,1789,1842,1880,1809,1791,1836,1812,1736,1789,1842,1880,1809,1791,1836,1812,1736,1789,1842,1880,1809,1791,1836,1812,1736,1789,1842,1880,1809,1791,1836,1812,1736,1789,1842,1880,1809,1791,1836,1812,1736,1789,1842,1880,1809,1791,1836,1812,1736,1789,1842,1880,1809,1791,1836,1812,1736,1789,1842,1880,1809,1791,1836,1812,1736,1789,1842,1880,1809,1791,1836,1812,1736,1789,1842,1880,1809,1791,1836,235
2291,1712,3091,1809,1709,3260,2619,2458,2291,1712,3091,1809,1709,3260,2619,2458,2291,1712,3091,1809,1709,3260,2619,2458,2291,1712,3091,1809,1709,3260,2619,2458,2291,1712,3091,1809,1709,3260,2619,2458,2291,1712,3091,1809,1709,3260,2619,2458,2291,1712,3091,1809,1709,3260,2619,2458,2291,1712,3091,1809,1709,3260,2619,2458,2291,1712,3091,1809,1709,3260,2619,2458,2291,1712,3091,1809,1709,3260,2619,2458,2291,1712,3091,1809,1709,3260,2619,2458,2291,1712,3091,1809,1709,3260,2619,2458,575
2794,2254,3215,1453,4302,2688,2781,2986,2794,2254,3215,1453,4302,2688,2781,2986,2794,2254,3215,1453,4302,2688,2781,2986,2794,2254,3215,1453,4302,2688,2781,2986,2794,2254,3215,1453,4302,2688,2781,2986,2794,2254,3215,1453,4302,2688,2781,2986,2794,2254,3215,1453,4302,2688,2781,2986,2794,2254,3215,1453,4302,2688,2781,2986,2794,2254,3215,1453,4302,2688,2781,2986,2794,2254,3215,1453,4302,2688,2781,2986,2794,2254,3215,1453,4302,2688,2781,2986,2794,2254,3215,1453,4302,2688,2781,2986,424
4015,4188,4069,4155,3893,4315,4110,4109,4015,4188,4069,4155,3893,4315,4110,4109,4015,4188,4069,4155,3893,4315,4110,4109,4015,4188,4069,4155,3893,4315,4110,4109,4015,4188,4069,4155,3893,4315,4110,4109,4015,4188,4069,4155,3893,4315,4110,4109,4015,4188,4069,4155,3893,4315,4110,4109,4015,4188,4069,4155,3893,4315,4110,4109,4015,4188,4069,4155,3893,4315,4110,4109,4015,4188,4069,4155,3893,4315,4110,4109,4015,4188,4069,4155,3893,4315,4110,4109,4015,4188,4069,4155,3893,4315,4110,4109,454
2226,2405,2356,2345,2302,2373,2265,2418,2226,2405,2356,2345,2302,2373,2265,2418,2226,2405,2356,2345,2302,2373,2265,2418,2226,2405,2356,2345,2302,2373,2265,2418,2226,2405,2356,2345,2302,2373,2265,2418,2226,2405,2356,2345,2302,2373,2265,2418,2226,2405,2356,2345,2302,2373,2265,2418,2226,2405,2356,2345,2302,2373,2265,2418,2226,2405,2356,2345,2302,2373,2265,2418,2226,2405,2356,2345,2302,2373,2265,2418,2226,2405,2356,2345,2302,2373,2265,2418,2226,2405,2356,2345,2302,2373,2265,2418,359
814,853,833,832,836,834,832,836,814,853,833,832,836,834,832,836,814,853,833,832,836,834,832,836,814,853,833,832,836,834,832,836,814,853,833,832,836,834,832,836,814,853,833,832,836,834,832,836,814,853,833,832,836,834,832,836,814,853,833,832,836,834,832,836,814,853,833,832,836,834,832,836,814,853,833,832,836,834,832,836,814,853,833,832,836,834,832,836,814,853,833,832,836,834,832,836,87
