band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
804,860,1306,1361,1664,1212,804,860,1306,1361,1664,1212,804,860,1306,1361,1664,1212,804,860,1306,1361,1664,1212,804,860,1306,1361,1664,1212,804,860,1306,1361,1664,1212,804,860,1306,1361,1664,1212,804,860,1306,1361,1664,1212,804,860,1306,1361,1664,1212,804,860,1306,1361,1664,1212,804,860,1306,1361,1664,1212,804,860,1306,1361,1664,1212,262
29696,31897,30231,31336,30817,30807,29696,31897,30231,31336,30817,30807,29696,31897,30231,31336,30817,30807,29696,31897,30231,31336,30817,30807,29696,31897,30231,31336,30817,30807,29696,31897,30231,31336,30817,30807,29696,31897,30231,31336,30817,30807,29696,31897,30231,31336,30817,30807,29696,31897,30231,31336,30817,30807,29696,31897,30231,31336,30817,30807,29696,31897,30231,31336,30817,30807,29696,31897,30231,31336,30817,30807,468
806,925,863,866,805,928,806,925,863,866,805,928,806,925,863,866,805,928,806,925,863,866,805,928,806,925,863,866,805,928,806,925,863,866,805,928,806,925,863,866,805,928,806,925,863,866,805,928,806,925,863,866,805,928,806,925,863,866,805,928,806,925,863,866,805,928,806,925,863,866,805,928,11
3674,3665,3686,3672,3738,3691,3674,3665,3686,3672,3738,3691,3674,3665,3686,3672,3738,3691,3674,3665,3686,3672,3738,3691,3674,3665,3686,3672,3738,3691,3674,3665,3686,3672,3738,3691,3674,3665,3686,3672,3738,3691,3674,3665,3686,3672,3738,3691,3674,3665,3686,3672,3738,3691,3674,3665,3686,3672,3738,3691,3674,3665,3686,3672,3738,3691,3674,3665,3686,3672,3738,3691,606
2142,2159,1976,2325,2133,2171,2142,2159,1976,2325,2133,2171,2142,2159,1976,2325,2133,2171,2142,2159,1976,2325,2133,2171,2142,2159,1976,2325,2133,2171,2142,2159,1976,2325,2133,2171,2142,2159,1976,2325,2133,2171,2142,2159,1976,2325,2133,2171,2142,2159,1976,2325,2133,2171,2142,2159,1976,2325,2133,2171,2142,2159,1976,2325,2133,2171,2142,2159,1976,2325,2133,2171,164
70209,70756,70448,70458,69939,71091,70209,70756,70448,70458,69939,71091,70209,70756,70448,70458,69939,71091,70209,70756,70448,70458,69939,71091,70209,70756,70448,70458,69939,71091,70209,70756,70448,70458,69939,71091,70209,70756,70448,70458,69939,71091,70209,70756,70448,70458,69939,71091,70209,70756,70448,70458,69939,71091,70209,70756,70448,70458,69939,71091,70209,70756,70448,70458,69939,71091,70209,70756,70448,70458,69939,71091,0
1700,1888,1804,1673,1923,1799,1700,1888,1804,1673,1923,1799,1700,1888,1804,1673,1923,1799,1700,1888,1804,1673,1923,1799,1700,1888,1804,1673,1923,1799,1700,1888,1804,1673,1923,1799,1700,1888,1804,1673,1923,1799,1700,1888,1804,1673,1923,1799,1700,1888,1804,1673,1923,1799,1700,1888,1804,1673,1923,1799,1700,1888,1804,1673,1923,1799,1700,1888,1804,1673,1923,1799,599
4153,4157,4145,4137,3934,4403,4153,4157,4145,4137,3934,4403,4153,4157,4145,4137,3934,4403,4153,4157,4145,4137,3934,4403,4153,4157,4145,4137,3934,4403,4153,4157,4145,4137,3934,4403,4153,4157,4145,4137,3934,4403,4153,4157,4145,4137,3934,4403,4153,4157,4145,4137,3934,4403,4153,4157,4145,4137,3934,4403,4153,4157,4145,4137,3934,4403,4153,4157,4145,4137,3934,4403,460
2604,2615,2607,2628,2622,2618,2604,2615,2607,2628,2622,2618,2604,2615,2607,2628,2622,2618,2604,2615,2607,2628,2622,2618,2604,2615,2607,2628,2622,2618,2604,2615,2607,2628,2622,2618,2604,2615,2607,2628,2622,2618,2604,2615,2607,2628,2622,2618,2604,2615,2607,2628,2622,2618,2604,2615,2607,2628,2622,2618,2604,2615,2607,2628,2622,2618,2604,2615,2607,2628,2622,2618,485
2242,2253,2158,2090,2489,2251,2242,2253,2158,2090,2489,2251,2242,2253,2158,2090,2489,2251,2242,2253,2158,2090,2489,2251,2242,2253,2158,2090,2489,2251,2242,2253,2158,2090,2489,2251,2242,2253,2158,2090,2489,2251,2242,2253,2158,2090,2489,2251,2242,2253,2158,2090,2489,2251,2242,2253,2158,2090,2489,2251,2242,2253,2158,2090,2489,2251,2242,2253,2158,2090,2489,2251,312
3905,3926,3521,3616,4447,4082,3905,3926,3521,3616,4447,4082,3905,3926,3521,3616,4447,4082,3905,3926,3521,3616,4447,4082,3905,3926,3521,3616,4447,4082,3905,3926,3521,3616,4447,4082,3905,3926,3521,3616,4447,4082,3905,3926,3521,3616,4447,4082,3905,3926,3521,3616,4447,4082,3905,3926,3521,3616,4447,4082,3905,3926,3521,3616,4447,4082,3905,3926,3521,3616,4447,4082,333
1210,1784,1437,1370,1735,1518,1210,1784,1437,1370,1735,1518,1210,1784,1437,1370,1735,1518,1210,1784,1437,1370,1735,1518,1210,1784,1437,1370,1735,1518,1210,1784,1437,1370,1735,1518,1210,1784,1437,1370,1735,1518,1210,1784,1437,1370,1735,1518,1210,1784,1437,1370,1735,1518,1210,1784,1437,1370,1735,1518,1210,1784,1437,1370,1735,1518,1210,1784,1437,1370,1735,1518,140
2790,2789,2792,2776,2740,2861,2790,2789,2792,2776,2740,2861,2790,2789,2792,2776,2740,2861,2790,2789,2792,2776,2740,2861,2790,2789,2792,2776,2740,2861,2790,2789,2792,2776,2740,2861,2790,2789,2792,2776,2740,2861,2790,2789,2792,2776,2740,2861,2790,2789,2792,2776,2740,2861,2790,2789,2792,2776,2740,2861,2790,2789,2792,2776,2740,2861,2790,2789,2792,2776,2740,2861,316
1804,2358,2601,2418,2666,2545,1804,2358,2601,2418,2666,2545,1804,2358,2601,2418,2666,2545,1804,2358,2601,2418,2666,2545,1804,2358,2601,2418,2666,2545,1804,2358,2601,2418,2666,2545,1804,2358,2601,2418,2666,2545,1804,2358,2601,2418,2666,2545,1804,2358,2601,2418,2666,2545,1804,2358,2601,2418,2666,2545,1804,2358,2601,2418,2666,2545,1804,2358,2601,2418,2666,2545,327
3604,3634,3665,3558,3461,3887,3604,3634,3665,3558,3461,3887,3604,3634,3665,3558,3461,3887,3604,3634,3665,3558,3461,3887,3604,3634,3665,3558,3461,3887,3604,3634,3665,3558,3461,3887,3604,3634,3665,3558,3461,3887,3604,3634,3665,3558,3461,3887,3604,3634,3665,3558,3461,3887,3604,3634,3665,3558,3461,3887,3604,3634,3665,3558,3461,3887,3604,3634,3665,3558,3461,3887,315
3834,3859,3860,3543,4062,3951,3834,3859,3860,3543,4062,3951,3834,3859,3860,3543,4062,3951,3834,3859,3860,3543,4062,3951,3834,3859,3860,3543,4062,3951,3834,3859,3860,3543,4062,3951,3834,3859,3860,3543,4062,3951,3834,3859,3860,3543,4062,3951,3834,3859,3860,3543,4062,3951,3834,3859,3860,3543,4062,3951,3834,3859,3860,3543,4062,3951,3834,3859,3860,3543,4062,3951,484
56099,56071,56013,56220,56094,56109,56099,56071,56013,56220,56094,56109,56099,56071,56013,56220,56094,56109,56099,56071,56013,56220,56094,56109,56099,56071,56013,56220,56094,56109,56099,56071,56013,56220,56094,56109,56099,56071,56013,56220,56094,56109,56099,56071,56013,56220,56094,56109,56099,56071,56013,56220,56094,56109,56099,56071,56013,56220,56094,56109,56099,56071,56013,56220,56094,56109,56099,56071,56013,56220,56094,56109,3
5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,559
5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,5789,5814,5933,5922,6032,5902,559
2709,2550,3069,2132,3268,3012,2709,2550,3069,2132,3268,3012,2709,2550,3069,2132,3268,3012,2709,2550,3069,2132,3268,3012,2709,2550,3069,2132,3268,3012,2709,2550,3069,2132,3268,3012,2709,2550,3069,2132,3268,3012,2709,2550,3069,2132,3268,3012,2709,2550,3069,2132,3268,3012,2709,2550,3069,2132,3268,3012,2709,2550,3069,2132,3268,3012,2709,2550,3069,2132,3268,3012,377
1202,1216,1218,1213,1208,1217,1202,1216,1218,1213,1208,1217,1202,1216,1218,1213,1208,1217,1202,1216,1218,1213,1208,1217,1202,1216,1218,1213,1208,1217,1202,1216,1218,1213,1208,1217,1202,1216,1218,1213,1208,1217,1202,1216,1218,1213,1208,1217,1202,1216,1218,1213,1208,1217,1202,1216,1218,1213,1208,1217,1202,1216,1218,1213,1208,1217,1202,1216,1218,1213,1208,1217,72
3242,3224,3234,3267,3243,3242,3242,3224,3234,3267,3243,3242,3242,3224,3234,3267,3243,3242,3242,3224,3234,3267,3243,3242,3242,3224,3234,3267,3243,3242,3242,3224,3234,3267,3243,3242,3242,3224,3234,3267,3243,3242,3242,3224,3234,3267,3243,3242,3242,3224,3234,3267,3243,3242,3242,3224,3234,3267,3243,3242,3242,3224,3234,3267,3243,3242,3242,3224,3234,3267,3243,3242,358
3470,3323,3714,3641,3464,3614,3470,3323,3714,3641,3464,3614,3470,3323,3714,3641,3464,3614,3470,3323,3714,3641,3464,3614,3470,3323,3714,3641,3464,3614,3470,3323,3714,3641,3464,3614,3470,3323,3714,3641,3464,3614,3470,3323,3714,3641,3464,3614,3470,3323,3714,3641,3464,3614,3470,3323,3714,3641,3464,3614,3470,3323,3714,3641,3464,3614,3470,3323,3714,3641,3464,3614,529
1649,1660,1625,1355,1810,1827,1649,1660,1625,1355,1810,1827,1649,1660,1625,1355,1810,1827,1649,1660,1625,1355,1810,1827,1649,1660,1625,1355,1810,1827,1649,1660,1625,1355,1810,1827,1649,1660,1625,1355,1810,1827,1649,1660,1625,1355,1810,1827,1649,1660,1625,1355,1810,1827,1649,1660,1625,1355,1810,1827,1649,1660,1625,1355,1810,1827,1649,1660,1625,1355,1810,1827,218
3299,3758,3506,3148,3856,3606,3299,3758,3506,3148,3856,3606,3299,3758,3506,3148,3856,3606,3299,3758,3506,3148,3856,3606,3299,3758,3506,3148,3856,3606,3299,3758,3506,3148,3856,3606,3299,3758,3506,3148,3856,3606,3299,3758,3506,3148,3856,3606,3299,3758,3506,3148,3856,3606,3299,3758,3506,3148,3856,3606,3299,3758,3506,3148,3856,3606,3299,3758,3506,3148,3856,3606,152
2413,2298,2468,2441,2421,2454,2413,2298,2468,2441,2421,2454,2413,2298,2468,2441,2421,2454,2413,2298,2468,2441,2421,2454,2413,2298,2468,2441,2421,2454,2413,2298,2468,2441,2421,2454,2413,2298,2468,2441,2421,2454,2413,2298,2468,2441,2421,2454,2413,2298,2468,2441,2421,2454,2413,2298,2468,2441,2421,2454,2413,2298,2468,2441,2421,2454,2413,2298,2468,2441,2421,2454,235
2768,2665,3470,3446,2880,3720,2768,2665,3470,3446,2880,3720,2768,2665,3470,3446,2880,3720,2768,2665,3470,3446,2880,3720,2768,2665,3470,3446,2880,3720,2768,2665,3470,3446,2880,3720,2768,2665,3470,3446,2880,3720,2768,2665,3470,3446,2880,3720,2768,2665,3470,3446,2880,3720,2768,2665,3470,3446,2880,3720,2768,2665,3470,3446,2880,3720,2768,2665,3470,3446,2880,3720,575
3509,3981,2226,4302,4701,3754,3509,3981,2226,4302,4701,3754,3509,3981,2226,4302,4701,3754,3509,3981,2226,4302,4701,3754,3509,3981,2226,4302,4701,3754,3509,3981,2226,4302,4701,3754,3509,3981,2226,4302,4701,3754,3509,3981,2226,4302,4701,3754,3509,3981,2226,4302,4701,3754,3509,3981,2226,4302,4701,3754,3509,3981,2226,4302,4701,3754,3509,3981,2226,4302,4701,3754,424
5386,5372,5669,5472,5433,5522,5386,5372,5669,5472,5433,5522,5386,5372,5669,5472,5433,5522,5386,5372,5669,5472,5433,5522,5386,5372,5669,5472,5433,5522,5386,5372,5669,5472,5433,5522,5386,5372,5669,5472,5433,5522,5386,5372,5669,5472,5433,5522,5386,5372,5669,5472,5433,5522,5386,5372,5669,5472,5433,5522,5386,5372,5669,5472,5433,5522,5386,5372,5669,5472,5433,5522,454
3106,3087,3139,3079,3161,3118,3106,3087,3139,3079,3161,3118,3106,3087,3139,3079,3161,3118,3106,3087,3139,3079,3161,3118,3106,3087,3139,3079,3161,3118,3106,3087,3139,3079,3161,3118,3106,3087,3139,3079,3161,3118,3106,3087,3139,3079,3161,3118,3106,3087,3139,3079,3161,3118,3106,3087,3139,3079,3161,3118,3106,3087,3139,3079,3161,3118,3106,3087,3139,3079,3161,3118,359
1112,1110,1110,1114,1112,1112,1112,1110,1110,1114,1112,1112,1112,1110,1110,1114,1112,1112,1112,1110,1110,1114,1112,1112,1112,1110,1110,1114,1112,1112,1112,1110,1110,1114,1112,1112,1112,1110,1110,1114,1112,1112,1112,1110,1110,1114,1112,1112,1112,1110,1110,1114,1112,1112,1112,1110,1110,1114,1112,1112,1112,1110,1110,1114,1112,1112,1112,1110,1110,1114,1112,1112,87
1155,809,1105,1101,1394,1363,1155,809,1105,1101,1394,1363,1155,809,1105,1101,1394,1363,1155,809,1105,1101,1394,1363,1155,809,1105,1101,1394,1363,1155,809,1105,1101,1394,1363,1155,809,1105,1101,1394,1363,1155,809,1105,1101,1394,1363,1155,809,1105,1101,1394,1363,1155,809,1105,1101,1394,1363,1155,809,1105,1101,1394,1363,1155,809,1105,1101,1394,1363,304
1933,1967,1981,1983,2014,1994,1933,1967,1981,1983,2014,1994,1933,1967,1981,1983,2014,1994,1933,1967,1981,1983,2014,1994,1933,1967,1981,1983,2014,1994,1933,1967,1981,1983,2014,1994,1933,1967,1981,1983,2014,1994,1933,1967,1981,1983,2014,1994,1933,1967,1981,1983,2014,1994,1933,1967,1981,1983,2014,1994,1933,1967,1981,1983,2014,1994,1933,1967,1981,1983,2014,1994,311
52,52,50,54,50,54,52,52,50,54,50,54,52,52,50,54,50,54,52,52,50,54,50,54,52,52,50,54,50,54,52,52,50,54,50,54,52,52,50,54,50,54,52,52,50,54,50,54,52,52,50,54,50,54,52,52,50,54,50,54,52,52,50,54,50,54,52,52,50,54,50,54,495
1649,1870,1783,1817,1783,1782,1649,1870,1783,1817,1783,1782,1649,1870,1783,1817,1783,1782,1649,1870,1783,1817,1783,1782,1649,1870,1783,1817,1783,1782,1649,1870,1783,1817,1783,1782,1649,1870,1783,1817,1783,1782,1649,1870,1783,1817,1783,1782,1649,1870,1783,1817,1783,1782,1649,1870,1783,1817,1783,1782,1649,1870,1783,1817,1783,1782,1649,1870,1783,1817,1783,1782,245
2734,2671,2728,2809,2605,2866,2734,2671,2728,2809,2605,2866,2734,2671,2728,2809,2605,2866,2734,2671,2728,2809,2605,2866,2734,2671,2728,2809,2605,2866,2734,2671,2728,2809,2605,2866,2734,2671,2728,2809,2605,2866,2734,2671,2728,2809,2605,2866,2734,2671,2728,2809,2605,2866,2734,2671,2728,2809,2605,2866,2734,2671,2728,2809,2605,2866,2734,2671,2728,2809,2605,2866,151
2862,2877,2795,2971,2741,3033,2862,2877,2795,2971,2741,3033,2862,2877,2795,2971,2741,3033,2862,2877,2795,2971,2741,3033,2862,2877,2795,2971,2741,3033,2862,2877,2795,2971,2741,3033,2862,2877,2795,2971,2741,3033,2862,2877,2795,2971,2741,3033,2862,2877,2795,2971,2741,3033,2862,2877,2795,2971,2741,3033,2862,2877,2795,2971,2741,3033,2862,2877,2795,2971,2741,3033,150
1846,1854,1849,1845,1850,1855,1846,1854,1849,1845,1850,1855,1846,1854,1849,1845,1850,1855,1846,1854,1849,1845,1850,1855,1846,1854,1849,1845,1850,1855,1846,1854,1849,1845,1850,1855,1846,1854,1849,1845,1850,1855,1846,1854,1849,1845,1850,1855,1846,1854,1849,1845,1850,1855,1846,1854,1849,1845,1850,1855,1846,1854,1849,1845,1850,1855,1846,1854,1849,1845,1850,1855,348
2527,2590,2477,2704,2535,2629,2527,2590,2477,2704,2535,2629,2527,2590,2477,2704,2535,2629,2527,2590,2477,2704,2535,2629,2527,2590,2477,2704,2535,2629,2527,2590,2477,2704,2535,2629,2527,2590,2477,2704,2535,2629,2527,2590,2477,2704,2535,2629,2527,2590,2477,2704,2535,2629,2527,2590,2477,2704,2535,2629,2527,2590,2477,2704,2535,2629,2527,2590,2477,2704,2535,2629,272
2746,2954,2968,2732,3076,2898,2746,2954,2968,2732,3076,2898,2746,2954,2968,2732,3076,2898,2746,2954,2968,2732,3076,2898,2746,2954,2968,2732,3076,2898,2746,2954,2968,2732,3076,2898,2746,2954,2968,2732,3076,2898,2746,2954,2968,2732,3076,2898,2746,2954,2968,2732,3076,2898,2746,2954,2968,2732,3076,2898,2746,2954,2968,2732,3076,2898,2746,2954,2968,2732,3076,2898,622
3284,3297,3268,3312,3292,3293,3284,3297,3268,3312,3292,3293,3284,3297,3268,3312,3292,3293,3284,3297,3268,3312,3292,3293,3284,3297,3268,3312,3292,3293,3284,3297,3268,3312,3292,3293,3284,3297,3268,3312,3292,3293,3284,3297,3268,3312,3292,3293,3284,3297,3268,3312,3292,3293,3284,3297,3268,3312,3292,3293,3284,3297,3268,3312,3292,3293,3284,3297,3268,3312,3292,3293,125
2746,2718,2789,2769,2755,2756,2746,2718,2789,2769,2755,2756,2746,2718,2789,2769,2755,2756,2746,2718,2789,2769,2755,2756,2746,2718,2789,2769,2755,2756,2746,2718,2789,2769,2755,2756,2746,2718,2789,2769,2755,2756,2746,2718,2789,2769,2755,2756,2746,2718,2789,2769,2755,2756,2746,2718,2789,2769,2755,2756,2746,2718,2789,2769,2755,2756,2746,2718,2789,2769,2755,2756,347
1724,1721,1558,1901,1716,1738,1724,1721,1558,1901,1716,1738,1724,1721,1558,1901,1716,1738,1724,1721,1558,1901,1716,1738,1724,1721,1558,1901,1716,1738,1724,1721,1558,1901,1716,1738,1724,1721,1558,1901,1716,1738,1724,1721,1558,1901,1716,1738,1724,1721,1558,1901,1716,1738,1724,1721,1558,1901,1716,1738,1724,1721,1558,1901,1716,1738,1724,1721,1558,1901,1716,1738,229
5707,9208,8105,7815,8227,7893,5707,9208,8105,7815,8227,7893,5707,9208,8105,7815,8227,7893,5707,9208,8105,7815,8227,7893,5707,9208,8105,7815,8227,7893,5707,9208,8105,7815,8227,7893,5707,9208,8105,7815,8227,7893,5707,9208,8105,7815,8227,7893,5707,9208,8105,7815,8227,7893,5707,9208,8105,7815,8227,7893,5707,9208,8105,7815,8227,7893,5707,9208,8105,7815,8227,7893,523
3341,3587,3845,3808,2732,4995,3341,3587,3845,3808,2732,4995,3341,3587,3845,3808,2732,4995,3341,3587,3845,3808,2732,4995,3341,3587,3845,3808,2732,4995,3341,3587,3845,3808,2732,4995,3341,3587,3845,3808,2732,4995,3341,3587,3845,3808,2732,4995,3341,3587,3845,3808,2732,4995,3341,3587,3845,3808,2732,4995,3341,3587,3845,3808,2732,4995,3341,3587,3845,3808,2732,4995,167
6238,6016,6473,6361,6256,6290,6238,6016,6473,6361,6256,6290,6238,6016,6473,6361,6256,6290,6238,6016,6473,6361,6256,6290,6238,6016,6473,6361,6256,6290,6238,6016,6473,6361,6256,6290,6238,6016,6473,6361,6256,6290,6238,6016,6473,6361,6256,6290,6238,6016,6473,6361,6256,6290,6238,6016,6473,6361,6256,6290,6238,6016,6473,6361,6256,6290,6238,6016,6473,6361,6256,6290,104
1956,1902,2007,1808,2146,1964,1956,1902,2007,1808,2146,1964,1956,1902,2007,1808,2146,1964,1956,1902,2007,1808,2146,1964,1956,1902,2007,1808,2146,1964,1956,1902,2007,1808,2146,1964,1956,1902,2007,1808,2146,1964,1956,1902,2007,1808,2146,1964,1956,1902,2007,1808,2146,1964,1956,1902,2007,1808,2146,1964,1956,1902,2007,1808,2146,1964,1956,1902,2007,1808,2146,1964,136
2837,2846,2883,2783,2980,2866,2837,2846,2883,2783,2980,2866,2837,2846,2883,2783,2980,2866,2837,2846,2883,2783,2980,2866,2837,2846,2883,2783,2980,2866,2837,2846,2883,2783,2980,2866,2837,2846,2883,2783,2980,2866,2837,2846,2883,2783,2980,2866,2837,2846,2883,2783,2980,2866,2837,2846,2883,2783,2980,2866,2837,2846,2883,2783,2980,2866,2837,2846,2883,2783,2980,2866,309
2503,2733,3804,2510,3933,3404,2503,2733,3804,2510,3933,3404,2503,2733,3804,2510,3933,3404,2503,2733,3804,2510,3933,3404,2503,2733,3804,2510,3933,3404,2503,2733,3804,2510,3933,3404,2503,2733,3804,2510,3933,3404,2503,2733,3804,2510,3933,3404,2503,2733,3804,2510,3933,3404,2503,2733,3804,2510,3933,3404,2503,2733,3804,2510,3933,3404,2503,2733,3804,2510,3933,3404,627
5976,6579,6011,6561,6282,6282,5976,6579,6011,6561,6282,6282,5976,6579,6011,6561,6282,6282,5976,6579,6011,6561,6282,6282,5976,6579,6011,6561,6282,6282,5976,6579,6011,6561,6282,6282,5976,6579,6011,6561,6282,6282,5976,6579,6011,6561,6282,6282,5976,6579,6011,6561,6282,6282,5976,6579,6011,6561,6282,6282,5976,6579,6011,6561,6282,6282,5976,6579,6011,6561,6282,6282,56
1464,1508,1535,1461,1553,1516,1464,1508,1535,1461,1553,1516,1464,1508,1535,1461,1553,1516,1464,1508,1535,1461,1553,1516,1464,1508,1535,1461,1553,1516,1464,1508,1535,1461,1553,1516,1464,1508,1535,1461,1553,1516,1464,1508,1535,1461,1553,1516,1464,1508,1535,1461,1553,1516,1464,1508,1535,1461,1553,1516,1464,1508,1535,1461,1553,1516,1464,1508,1535,1461,1553,1516,174
6935,6408,7585,6428,7458,7042,6935,6408,7585,6428,7458,7042,6935,6408,7585,6428,7458,7042,6935,6408,7585,6428,7458,7042,6935,6408,7585,6428,7458,7042,6935,6408,7585,6428,7458,7042,6935,6408,7585,6428,7458,7042,6935,6408,7585,6428,7458,7042,6935,6408,7585,6428,7458,7042,6935,6408,7585,6428,7458,7042,6935,6408,7585,6428,7458,7042,6935,6408,7585,6428,7458,7042,500
6078,5735,6840,6202,5578,6899,6078,5735,6840,6202,5578,6899,6078,5735,6840,6202,5578,6899,6078,5735,6840,6202,5578,6899,6078,5735,6840,6202,5578,6899,6078,5735,6840,6202,5578,6899,6078,5735,6840,6202,5578,6899,6078,5735,6840,6202,5578,6899,6078,5735,6840,6202,5578,6899,6078,5735,6840,6202,5578,6899,6078,5735,6840,6202,5578,6899,6078,5735,6840,6202,5578,6899,417
9675,10086,9858,9540,10107,10017,9675,10086,9858,9540,10107,10017,9675,10086,9858,9540,10107,10017,9675,10086,9858,9540,10107,10017,9675,10086,9858,9540,10107,10017,9675,10086,9858,9540,10107,10017,9675,10086,9858,9540,10107,10017,9675,10086,9858,9540,10107,10017,9675,10086,9858,9540,10107,10017,9675,10086,9858,9540,10107,10017,9675,10086,9858,9540,10107,10017,9675,10086,9858,9540,10107,10017,539
13135,13394,11875,14688,13195,13358,13135,13394,11875,14688,13195,13358,13135,13394,11875,14688,13195,13358,13135,13394,11875,14688,13195,13358,13135,13394,11875,14688,13195,13358,13135,13394,11875,14688,13195,13358,13135,13394,11875,14688,13195,13358,13135,13394,11875,14688,13195,13358,13135,13394,11875,14688,13195,13358,13135,13394,11875,14688,13195,13358,13135,13394,11875,14688,13195,13358,13135,13394,11875,14688,13195,13358,112
2366,2349,2445,2374,2411,2390,2366,2349,2445,2374,2411,2390,2366,2349,2445,2374,2411,2390,2366,2349,2445,2374,2411,2390,2366,2349,2445,2374,2411,2390,2366,2349,2445,2374,2411,2390,2366,2349,2445,2374,2411,2390,2366,2349,2445,2374,2411,2390,2366,2349,2445,2374,2411,2390,2366,2349,2445,2374,2411,2390,2366,2349,2445,2374,2411,2390,2366,2349,2445,2374,2411,2390,64
4633,4644,4640,4628,4643,4647,4633,4644,4640,4628,4643,4647,4633,4644,4640,4628,4643,4647,4633,4644,4640,4628,4643,4647,4633,4644,4640,4628,4643,4647,4633,4644,4640,4628,4643,4647,4633,4644,4640,4628,4643,4647,4633,4644,4640,4628,4643,4647,4633,4644,4640,4628,4643,4647,4633,4644,4640,4628,4643,4647,4633,4644,4640,4628,4643,4647,4633,4644,4640,4628,4643,4647,458
3010,2954,2953,3088,3025,3030,3010,2954,2953,3088,3025,3030,3010,2954,2953,3088,3025,3030,3010,2954,2953,3088,3025,3030,3010,2954,2953,3088,3025,3030,3010,2954,2953,3088,3025,3030,3010,2954,2953,3088,3025,3030,3010,2954,2953,3088,3025,3030,3010,2954,2953,3088,3025,3030,3010,2954,2953,3088,3025,3030,3010,2954,2953,3088,3025,3030,3010,2954,2953,3088,3025,3030,346
5360,4669,6045,5693,4871,6017,5360,4669,6045,5693,4871,6017,5360,4669,6045,5693,4871,6017,5360,4669,6045,5693,4871,6017,5360,4669,6045,5693,4871,6017,5360,4669,6045,5693,4871,6017,5360,4669,6045,5693,4871,6017,5360,4669,6045,5693,4871,6017,5360,4669,6045,5693,4871,6017,5360,4669,6045,5693,4871,6017,5360,4669,6045,5693,4871,6017,5360,4669,6045,5693,4871,6017,546
2978,2914,3049,2738,3156,3050,2978,2914,3049,2738,3156,3050,2978,2914,3049,2738,3156,3050,2978,2914,3049,2738,3156,3050,2978,2914,3049,2738,3156,3050,2978,2914,3049,2738,3156,3050,2978,2914,3049,2738,3156,3050,2978,2914,3049,2738,3156,3050,2978,2914,3049,2738,3156,3050,2978,2914,3049,2738,3156,3050,2978,2914,3049,2738,3156,3050,2978,2914,3049,2738,3156,3050,625
1113,1153,1141,1139,1147,1139,1113,1153,1141,1139,1147,1139,1113,1153,1141,1139,1147,1139,1113,1153,1141,1139,1147,1139,1113,1153,1141,1139,1147,1139,1113,1153,1141,1139,1147,1139,1113,1153,1141,1139,1147,1139,1113,1153,1141,1139,1147,1139,1113,1153,1141,1139,1147,1139,1113,1153,1141,1139,1147,1139,1113,1153,1141,1139,1147,1139,1113,1153,1141,1139,1147,1139,31
