band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
5007,4965,5433,5250,5103,5276,5173,5007,4965,5433,5250,5103,5276,5173,5007,4965,5433,5250,5103,5276,5173,5007,4965,5433,5250,5103,5276,5173,5007,4965,5433,5250,5103,5276,5173,5007,4965,5433,5250,5103,5276,5173,5007,4965,5433,5250,5103,5276,5173,5007,4965,5433,5250,5103,5276,5173,5007,4965,5433,5250,5103,5276,5173,5007,4965,5433,5250,5103,5276,5173,5007,4965,5433,5250,5103,5276,5173,5007,4965,5433,5250,5103,5276,5173,250
2440,2381,2501,2459,2365,2503,2475,2440,2381,2501,2459,2365,2503,2475,2440,2381,2501,2459,2365,2503,2475,2440,2381,2501,2459,2365,2503,2475,2440,2381,2501,2459,2365,2503,2475,2440,2381,2501,2459,2365,2503,2475,2440,2381,2501,2459,2365,2503,2475,2440,2381,2501,2459,2365,2503,2475,2440,2381,2501,2459,2365,2503,2475,2440,2381,2501,2459,2365,2503,2475,2440,2381,2501,2459,2365,2503,2475,2440,2381,2501,2459,2365,2503,2475,234
1718,2156,1953,1911,2024,1981,1961,1718,2156,1953,1911,2024,1981,1961,1718,2156,1953,1911,2024,1981,1961,1718,2156,1953,1911,2024,1981,1961,1718,2156,1953,1911,2024,1981,1961,1718,2156,1953,1911,2024,1981,1961,1718,2156,1953,1911,2024,1981,1961,1718,2156,1953,1911,2024,1981,1961,1718,2156,1953,1911,2024,1981,1961,1718,2156,1953,1911,2024,1981,1961,1718,2156,1953,1911,2024,1981,1961,1718,2156,1953,1911,2024,1981,1961,338
54,37,52,81,11,93,70,54,37,52,81,11,93,70,54,37,52,81,11,93,70,54,37,52,81,11,93,70,54,37,52,81,11,93,70,54,37,52,81,11,93,70,54,37,52,81,11,93,70,54,37,52,81,11,93,70,54,37,52,81,11,93,70,54,37,52,81,11,93,70,54,37,52,81,11,93,70,54,37,52,81,11,93,70,342
1079,1195,1149,1142,1266,1172,1174,1079,1195,1149,1142,1266,1172,1174,1079,1195,1149,1142,1266,1172,1174,1079,1195,1149,1142,1266,1172,1174,1079,1195,1149,1142,1266,1172,1174,1079,1195,1149,1142,1266,1172,1174,1079,1195,1149,1142,1266,1172,1174,1079,1195,1149,1142,1266,1172,1174,1079,1195,1149,1142,1266,1172,1174,1079,1195,1149,1142,1266,1172,1174,1079,1195,1149,1142,1266,1172,1174,1079,1195,1149,1142,1266,1172,1174,213
1406,1488,1105,1678,1557,1455,1449,1406,1488,1105,1678,1557,1455,1449,1406,1488,1105,1678,1557,1455,1449,1406,1488,1105,1678,1557,1455,1449,1406,1488,1105,1678,1557,1455,1449,1406,1488,1105,1678,1557,1455,1449,1406,1488,1105,1678,1557,1455,1449,1406,1488,1105,1678,1557,1455,1449,1406,1488,1105,1678,1557,1455,1449,1406,1488,1105,1678,1557,1455,1449,1406,1488,1105,1678,1557,1455,1449,1406,1488,1105,1678,1557,1455,1449,600
4797,5225,4993,5089,4991,4938,5161,4797,5225,4993,5089,4991,4938,5161,4797,5225,4993,5089,4991,4938,5161,4797,5225,4993,5089,4991,4938,5161,4797,5225,4993,5089,4991,4938,5161,4797,5225,4993,5089,4991,4938,5161,4797,5225,4993,5089,4991,4938,5161,4797,5225,4993,5089,4991,4938,5161,4797,5225,4993,5089,4991,4938,5161,4797,5225,4993,5089,4991,4938,5161,4797,5225,4993,5089,4991,4938,5161,4797,5225,4993,5089,4991,4938,5161,565
9790,9080,12715,7124,13991,10563,10738,9790,9080,12715,7124,13991,10563,10738,9790,9080,12715,7124,13991,10563,10738,9790,9080,12715,7124,13991,10563,10738,9790,9080,12715,7124,13991,10563,10738,9790,9080,12715,7124,13991,10563,10738,9790,9080,12715,7124,13991,10563,10738,9790,9080,12715,7124,13991,10563,10738,9790,9080,12715,7124,13991,10563,10738,9790,9080,12715,7124,13991,10563,10738,9790,9080,12715,7124,13991,10563,10738,9790,9080,12715,7124,13991,10563,10738,549
1292,1300,1281,1307,1261,1330,1313,1292,1300,1281,1307,1261,1330,1313,1292,1300,1281,1307,1261,1330,1313,1292,1300,1281,1307,1261,1330,1313,1292,1300,1281,1307,1261,1330,1313,1292,1300,1281,1307,1261,1330,1313,1292,1300,1281,1307,1261,1330,1313,1292,1300,1281,1307,1261,1330,1313,1292,1300,1281,1307,1261,1330,1313,1292,1300,1281,1307,1261,1330,1313,1292,1300,1281,1307,1261,1330,1313,1292,1300,1281,1307,1261,1330,1313,254
3156,3209,3127,1683,4198,3121,3842,3156,3209,3127,1683,4198,3121,3842,3156,3209,3127,1683,4198,3121,3842,3156,3209,3127,1683,4198,3121,3842,3156,3209,3127,1683,4198,3121,3842,3156,3209,3127,1683,4198,3121,3842,3156,3209,3127,1683,4198,3121,3842,3156,3209,3127,1683,4198,3121,3842,3156,3209,3127,1683,4198,3121,3842,3156,3209,3127,1683,4198,3121,3842,3156,3209,3127,1683,4198,3121,3842,3156,3209,3127,1683,4198,3121,3842,451
804,860,1306,914,1206,1013,1104,804,860,1306,914,1206,1013,1104,804,860,1306,914,1206,1013,1104,804,860,1306,914,1206,1013,1104,804,860,1306,914,1206,1013,1104,804,860,1306,914,1206,1013,1104,804,860,1306,914,1206,1013,1104,804,860,1306,914,1206,1013,1104,804,860,1306,914,1206,1013,1104,804,860,1306,914,1206,1013,1104,804,860,1306,914,1206,1013,1104,804,860,1306,914,1206,1013,1104,262
26378,26415,26373,26290,26476,26450,26402,26378,26415,26373,26290,26476,26450,26402,26378,26415,26373,26290,26476,26450,26402,26378,26415,26373,26290,26476,26450,26402,26378,26415,26373,26290,26476,26450,26402,26378,26415,26373,26290,26476,26450,26402,26378,26415,26373,26290,26476,26450,26402,26378,26415,26373,26290,26476,26450,26402,26378,26415,26373,26290,26476,26450,26402,26378,26415,26373,26290,26476,26450,26402,26378,26415,26373,26290,26476,26450,26402,26378,26415,26373,26290,26476,26450,26402,468
733,741,752,741,741,557,928,733,741,752,741,741,557,928,733,741,752,741,741,557,928,733,741,752,741,741,557,928,733,741,752,741,741,557,928,733,741,752,741,741,557,928,733,741,752,741,741,557,928,733,741,752,741,741,557,928,733,741,752,741,741,557,928,733,741,752,741,741,557,928,733,741,752,741,741,557,928,733,741,752,741,741,557,928,11
3090,3145,3247,3161,3159,3155,3169,3090,3145,3247,3161,3159,3155,3169,3090,3145,3247,3161,3159,3155,3169,3090,3145,3247,3161,3159,3155,3169,3090,3145,3247,3161,3159,3155,3169,3090,3145,3247,3161,3159,3155,3169,3090,3145,3247,3161,3159,3155,3169,3090,3145,3247,3161,3159,3155,3169,3090,3145,3247,3161,3159,3155,3169,3090,3145,3247,3161,3159,3155,3169,3090,3145,3247,3161,3159,3155,3169,3090,3145,3247,3161,3159,3155,3169,606
1788,1896,1842,1746,1945,1840,1849,1788,1896,1842,1746,1945,1840,1849,1788,1896,1842,1746,1945,1840,1849,1788,1896,1842,1746,1945,1840,1849,1788,1896,1842,1746,1945,1840,1849,1788,1896,1842,1746,1945,1840,1849,1788,1896,1842,1746,1945,1840,1849,1788,1896,1842,1746,1945,1840,1849,1788,1896,1842,1746,1945,1840,1849,1788,1896,1842,1746,1945,1840,1849,1788,1896,1842,1746,1945,1840,1849,1788,1896,1842,1746,1945,1840,1849,164
60415,60414,60414,60415,60165,60662,60416,60415,60414,60414,60415,60165,60662,60416,60415,60414,60414,60415,60165,60662,60416,60415,60414,60414,60415,60165,60662,60416,60415,60414,60414,60415,60165,60662,60416,60415,60414,60414,60415,60165,60662,60416,60415,60414,60414,60415,60165,60662,60416,60415,60414,60414,60415,60165,60662,60416,60415,60414,60414,60415,60165,60662,60416,60415,60414,60414,60415,60165,60662,60416,60415,60414,60414,60415,60165,60662,60416,60415,60414,60414,60415,60165,60662,60416,0
1472,1610,1540,1462,1620,1542,1541,1472,1610,1540,1462,1620,1542,1541,1472,1610,1540,1462,1620,1542,1541,1472,1610,1540,1462,1620,1542,1541,1472,1610,1540,1462,1620,1542,1541,1472,1610,1540,1462,1620,1542,1541,1472,1610,1540,1462,1620,1542,1541,1472,1610,1540,1462,1620,1542,1541,1472,1610,1540,1462,1620,1542,1541,1472,1610,1540,1462,1620,1542,1541,1472,1610,1540,1462,1620,1542,1541,1472,1610,1540,1462,1620,1542,1541,599
3549,3574,3560,3543,3579,3543,3581,3549,3574,3560,3543,3579,3543,3581,3549,3574,3560,3543,3579,3543,3581,3549,3574,3560,3543,3579,3543,3581,3549,3574,3560,3543,3579,3543,3581,3549,3574,3560,3543,3579,3543,3581,3549,3574,3560,3543,3579,3543,3581,3549,3574,3560,3543,3579,3543,3581,3549,3574,3560,3543,3579,3543,3581,3549,3574,3560,3543,3579,3543,3581,3549,3574,3560,3543,3579,3543,3581,3549,3574,3560,3543,3579,3543,3581,460
2234,2249,2242,2242,2243,2241,2243,2234,2249,2242,2242,2243,2241,2243,2234,2249,2242,2242,2243,2241,2243,2234,2249,2242,2242,2243,2241,2243,2234,2249,2242,2242,2243,2241,2243,2234,2249,2242,2242,2243,2241,2243,2234,2249,2242,2242,2243,2241,2243,2234,2249,2242,2242,2243,2241,2243,2234,2249,2242,2242,2243,2241,2243,2234,2249,2242,2242,2243,2241,2243,2234,2249,2242,2242,2243,2241,2243,2234,2249,2242,2242,2243,2241,2243,485
1908,1863,1860,1984,2009,1931,1928,1908,1863,1860,1984,2009,1931,1928,1908,1863,1860,1984,2009,1931,1928,1908,1863,1860,1984,2009,1931,1928,1908,1863,1860,1984,2009,1931,1928,1908,1863,1860,1984,2009,1931,1928,1908,1863,1860,1984,2009,1931,1928,1908,1863,1860,1984,2009,1931,1928,1908,1863,1860,1984,2009,1931,1928,1908,1863,1860,1984,2009,1931,1928,1908,1863,1860,1984,2009,1931,1928,1908,1863,1860,1984,2009,1931,1928,312
3246,2646,4133,3402,3331,2657,4082,3246,2646,4133,3402,3331,2657,4082,3246,2646,4133,3402,3331,2657,4082,3246,2646,4133,3402,3331,2657,4082,3246,2646,4133,3402,3331,2657,4082,3246,2646,4133,3402,3331,2657,4082,3246,2646,4133,3402,3331,2657,4082,3246,2646,4133,3402,3331,2657,4082,3246,2646,4133,3402,3331,2657,4082,3246,2646,4133,3402,3331,2657,4082,3246,2646,4133,3402,3331,2657,4082,3246,2646,4133,3402,3331,2657,4082,333
1210,940,1491,1232,1267,1409,1505,1210,940,1491,1232,1267,1409,1505,1210,940,1491,1232,1267,1409,1505,1210,940,1491,1232,1267,1409,1505,1210,940,1491,1232,1267,1409,1505,1210,940,1491,1232,1267,1409,1505,1210,940,1491,1232,1267,1409,1505,1210,940,1491,1232,1267,1409,1505,1210,940,1491,1232,1267,1409,1505,1210,940,1491,1232,1267,1409,1505,1210,940,1491,1232,1267,1409,1505,1210,940,1491,1232,1267,1409,1505,140
2337,2436,2391,2406,2314,2387,2477,2337,2436,2391,2406,2314,2387,2477,2337,2436,2391,2406,2314,2387,2477,2337,2436,2391,2406,2314,2387,2477,2337,2436,2391,2406,2314,2387,2477,2337,2436,2391,2406,2314,2387,2477,2337,2436,2391,2406,2314,2387,2477,2337,2436,2391,2406,2314,2387,2477,2337,2436,2391,2406,2314,2387,2477,2337,2436,2391,2406,2314,2387,2477,2337,2436,2391,2406,2314,2387,2477,2337,2436,2391,2406,2314,2387,2477,316
1804,1402,2200,2625,1977,2327,2057,1804,1402,2200,2625,1977,2327,2057,1804,1402,2200,2625,1977,2327,2057,1804,1402,2200,2625,1977,2327,2057,1804,1402,2200,2625,1977,2327,2057,1804,1402,2200,2625,1977,2327,2057,1804,1402,2200,2625,1977,2327,2057,1804,1402,2200,2625,1977,2327,2057,1804,1402,2200,2625,1977,2327,2057,1804,1402,2200,2625,1977,2327,2057,1804,1402,2200,2625,1977,2327,2057,1804,1402,2200,2625,1977,2327,2057,327
3116,3115,2841,3279,3209,2362,3887,3116,3115,2841,3279,3209,2362,3887,3116,3115,2841,3279,3209,2362,3887,3116,3115,2841,3279,3209,2362,3887,3116,3115,2841,3279,3209,2362,3887,3116,3115,2841,3279,3209,2362,3887,3116,3115,2841,3279,3209,2362,3887,3116,3115,2841,3279,3209,2362,3887,3116,3115,2841,3279,3209,2362,3887,3116,3115,2841,3279,3209,2362,3887,3116,3115,2841,3279,3209,2362,3887,3116,3115,2841,3279,3209,2362,3887,315
3298,3305,3292,3310,3301,3298,3305,3298,3305,3292,3310,3301,3298,3305,3298,3305,3292,3310,3301,3298,3305,3298,3305,3292,3310,3301,3298,3305,3298,3305,3292,3310,3301,3298,3305,3298,3305,3292,3310,3301,3298,3305,3298,3305,3292,3310,3301,3298,3305,3298,3305,3292,3310,3301,3298,3305,3298,3305,3292,3310,3301,3298,3305,3298,3305,3292,3310,3301,3298,3305,3298,3305,3292,3310,3301,3298,3305,3298,3305,3292,3310,3301,3298,3305,484
48087,48007,47720,48522,47963,48220,48087,48087,48007,47720,48522,47963,48220,48087,48087,48007,47720,48522,47963,48220,48087,48087,48007,47720,48522,47963,48220,48087,48087,48007,47720,48522,47963,48220,48087,48087,48007,47720,48522,47963,48220,48087,48087,48007,47720,48522,47963,48220,48087,48087,48007,47720,48522,47963,48220,48087,48087,48007,47720,48522,47963,48220,48087,48087,48007,47720,48522,47963,48220,48087,48087,48007,47720,48522,47963,48220,48087,48087,48007,47720,48522,47963,48220,48087,3
4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,559
4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,4878,4937,5348,4773,4885,5288,5283,559
1927,2803,2064,1840,3189,2327,2590,1927,2803,2064,1840,3189,2327,2590,1927,2803,2064,1840,3189,2327,2590,1927,2803,2064,1840,3189,2327,2590,1927,2803,2064,1840,3189,2327,2590,1927,2803,2064,1840,3189,2327,2590,1927,2803,2064,1840,3189,2327,2590,1927,2803,2064,1840,3189,2327,2590,1927,2803,2064,1840,3189,2327,2590,1927,2803,2064,1840,3189,2327,2590,1927,2803,2064,1840,3189,2327,2590,1927,2803,2064,1840,3189,2327,2590,377
1013,1010,1094,1034,1035,1046,1042,1013,1010,1094,1034,1035,1046,1042,1013,1010,1094,1034,1035,1046,1042,1013,1010,1094,1034,1035,1046,1042,1013,1010,1094,1034,1035,1046,1042,1013,1010,1094,1034,1035,1046,1042,1013,1010,1094,1034,1035,1046,1042,1013,1010,1094,1034,1035,1046,1042,1013,1010,1094,1034,1035,1046,1042,1013,1010,1094,1034,1035,1046,1042,1013,1010,1094,1034,1035,1046,1042,1013,1010,1094,1034,1035,1046,1042,72
2727,2807,2753,2822,2771,2793,2779,2727,2807,2753,2822,2771,2793,2779,2727,2807,2753,2822,2771,2793,2779,2727,2807,2753,2822,2771,2793,2779,2727,2807,2753,2822,2771,2793,2779,2727,2807,2753,2822,2771,2793,2779,2727,2807,2753,2822,2771,2793,2779,2727,2807,2753,2822,2771,2793,2779,2727,2807,2753,2822,2771,2793,2779,2727,2807,2753,2822,2771,2793,2779,2727,2807,2753,2822,2771,2793,2779,2727,2807,2753,2822,2771,2793,2779,358
3003,3042,3022,2929,3060,3132,3038,3003,3042,3022,2929,3060,3132,3038,3003,3042,3022,2929,3060,3132,3038,3003,3042,3022,2929,3060,3132,3038,3003,3042,3022,2929,3060,3132,3038,3003,3042,3022,2929,3060,3132,3038,3003,3042,3022,2929,3060,3132,3038,3003,3042,3022,2929,3060,3132,3038,3003,3042,3022,2929,3060,3132,3038,3003,3042,3022,2929,3060,3132,3038,3003,3042,3022,2929,3060,3132,3038,3003,3042,3022,2929,3060,3132,3038,529
1376,1439,1121,1710,1350,1473,1457,1376,1439,1121,1710,1350,1473,1457,1376,1439,1121,1710,1350,1473,1457,1376,1439,1121,1710,1350,1473,1457,1376,1439,1121,1710,1350,1473,1457,1376,1439,1121,1710,1350,1473,1457,1376,1439,1121,1710,1350,1473,1457,1376,1439,1121,1710,1350,1473,1457,1376,1439,1121,1710,1350,1473,1457,1376,1439,1121,1710,1350,1473,1457,1376,1439,1121,1710,1350,1473,1457,1376,1439,1121,1710,1350,1473,1457,218
2997,2634,2986,3282,3040,2933,3301,2997,2634,2986,3282,3040,2933,3301,2997,2634,2986,3282,3040,2933,3301,2997,2634,2986,3282,3040,2933,3301,2997,2634,2986,3282,3040,2933,3301,2997,2634,2986,3282,3040,2933,3301,2997,2634,2986,3282,3040,2933,3301,2997,2634,2986,3282,3040,2933,3301,2997,2634,2986,3282,3040,2933,3301,2997,2634,2986,3282,3040,2933,3301,2997,2634,2986,3282,3040,2933,3301,2997,2634,2986,3282,3040,2933,3301,152
1918,2221,1965,2085,1943,2245,2118,1918,2221,1965,2085,1943,2245,2118,1918,2221,1965,2085,1943,2245,2118,1918,2221,1965,2085,1943,2245,2118,1918,2221,1965,2085,1943,2245,2118,1918,2221,1965,2085,1943,2245,2118,1918,2221,1965,2085,1943,2245,2118,1918,2221,1965,2085,1943,2245,2118,1918,2221,1965,2085,1943,2245,2118,1918,2221,1965,2085,1943,2245,2118,1918,2221,1965,2085,1943,2245,2118,1918,2221,1965,2085,1943,2245,2118,235
2696,2718,1698,3500,1737,2880,3720,2696,2718,1698,3500,1737,2880,3720,2696,2718,1698,3500,1737,2880,3720,2696,2718,1698,3500,1737,2880,3720,2696,2718,1698,3500,1737,2880,3720,2696,2718,1698,3500,1737,2880,3720,2696,2718,1698,3500,1737,2880,3720,2696,2718,1698,3500,1737,2880,3720,2696,2718,1698,3500,1737,2880,3720,2696,2718,1698,3500,1737,2880,3720,2696,2718,1698,3500,1737,2880,3720,2696,2718,1698,3500,1737,2880,3720,575
3087,3227,3067,3460,3207,3132,3293,3087,3227,3067,3460,3207,3132,3293,3087,3227,3067,3460,3207,3132,3293,3087,3227,3067,3460,3207,3132,3293,3087,3227,3067,3460,3207,3132,3293,3087,3227,3067,3460,3207,3132,3293,3087,3227,3067,3460,3207,3132,3293,3087,3227,3067,3460,3207,3132,3293,3087,3227,3067,3460,3207,3132,3293,3087,3227,3067,3460,3207,3132,3293,3087,3227,3067,3460,3207,3132,3293,3087,3227,3067,3460,3207,3132,3293,424
4625,4736,4559,4853,4640,4729,4712,4625,4736,4559,4853,4640,4729,4712,4625,4736,4559,4853,4640,4729,4712,4625,4736,4559,4853,4640,4729,4712,4625,4736,4559,4853,4640,4729,4712,4625,4736,4559,4853,4640,4729,4712,4625,4736,4559,4853,4640,4729,4712,4625,4736,4559,4853,4640,4729,4712,4625,4736,4559,4853,4640,4729,4712,4625,4736,4559,4853,4640,4729,4712,4625,4736,4559,4853,4640,4729,4712,4625,4736,4559,4853,4640,4729,4712,454
2665,2656,2684,2647,2609,2758,2671,2665,2656,2684,2647,2609,2758,2671,2665,2656,2684,2647,2609,2758,2671,2665,2656,2684,2647,2609,2758,2671,2665,2656,2684,2647,2609,2758,2671,2665,2656,2684,2647,2609,2758,2671,2665,2656,2684,2647,2609,2758,2671,2665,2656,2684,2647,2609,2758,2671,2665,2656,2684,2647,2609,2758,2671,2665,2656,2684,2647,2609,2758,2671,2665,2656,2684,2647,2609,2758,2671,2665,2656,2684,2647,2609,2758,2671,359
947,946,949,938,971,959,960,947,946,949,938,971,959,960,947,946,949,938,971,959,960,947,946,949,938,971,959,960,947,946,949,938,971,959,960,947,946,949,938,971,959,960,947,946,949,938,971,959,960,947,946,949,938,971,959,960,947,946,949,938,971,959,960,947,946,949,938,971,959,960,947,946,949,938,971,959,960,947,946,949,938,971,959,960,87
646,1318,920,185,1838,959,1061,646,1318,920,185,1838,959,1061,646,1318,920,185,1838,959,1061,646,1318,920,185,1838,959,1061,646,1318,920,185,1838,959,1061,646,1318,920,185,1838,959,1061,646,1318,920,185,1838,959,1061,646,1318,920,185,1838,959,1061,646,1318,920,185,1838,959,1061,646,1318,920,185,1838,959,1061,646,1318,920,185,1838,959,1061,646,1318,920,185,1838,959,1061,304
1650,1653,1631,1848,1692,1698,1700,1650,1653,1631,1848,1692,1698,1700,1650,1653,1631,1848,1692,1698,1700,1650,1653,1631,1848,1692,1698,1700,1650,1653,1631,1848,1692,1698,1700,1650,1653,1631,1848,1692,1698,1700,1650,1653,1631,1848,1692,1698,1700,1650,1653,1631,1848,1692,1698,1700,1650,1653,1631,1848,1692,1698,1700,1650,1653,1631,1848,1692,1698,1700,1650,1653,1631,1848,1692,1698,1700,1650,1653,1631,1848,1692,1698,1700,311
43,46,45,43,45,45,45,43,46,45,43,45,45,45,43,46,45,43,45,45,45,43,46,45,43,45,45,45,43,46,45,43,45,45,45,43,46,45,43,45,45,45,43,46,45,43,45,45,45,43,46,45,43,45,45,45,43,46,45,43,45,45,45,43,46,45,43,45,45,45,43,46,45,43,45,45,45,43,46,45,43,45,45,45,495
1358,1606,1611,1528,1526,1528,1527,1358,1606,1611,1528,1526,1528,1527,1358,1606,1611,1528,1526,1528,1527,1358,1606,1611,1528,1526,1528,1527,1358,1606,1611,1528,1526,1528,1527,1358,1606,1611,1528,1526,1528,1527,1358,1606,1611,1528,1526,1528,1527,1358,1606,1611,1528,1526,1528,1527,1358,1606,1611,1528,1526,1528,1527,1358,1606,1611,1528,1526,1528,1527,1358,1606,1611,1528,1526,1528,1527,1358,1606,1611,1528,1526,1528,1527,245
2344,2304,2329,2356,2385,2088,2607,2344,2304,2329,2356,2385,2088,2607,2344,2304,2329,2356,2385,2088,2607,2344,2304,2329,2356,2385,2088,2607,2344,2304,2329,2356,2385,2088,2607,2344,2304,2329,2356,2385,2088,2607,2344,2304,2329,2356,2385,2088,2607,2344,2304,2329,2356,2385,2088,2607,2344,2304,2329,2356,2385,2088,2607,2344,2304,2329,2356,2385,2088,2607,2344,2304,2329,2356,2385,2088,2607,2344,2304,2329,2356,2385,2088,2607,151
2410,2416,2578,2301,2574,2476,2524,2410,2416,2578,2301,2574,2476,2524,2410,2416,2578,2301,2574,2476,2524,2410,2416,2578,2301,2574,2476,2524,2410,2416,2578,2301,2574,2476,2524,2410,2416,2578,2301,2574,2476,2524,2410,2416,2578,2301,2574,2476,2524,2410,2416,2578,2301,2574,2476,2524,2410,2416,2578,2301,2574,2476,2524,2410,2416,2578,2301,2574,2476,2524,2410,2416,2578,2301,2574,2476,2524,2410,2416,2578,2301,2574,2476,2524,150
1579,1590,1560,1613,1554,1584,1619,1579,1590,1560,1613,1554,1584,1619,1579,1590,1560,1613,1554,1584,1619,1579,1590,1560,1613,1554,1584,1619,1579,1590,1560,1613,1554,1584,1619,1579,1590,1560,1613,1554,1584,1619,1579,1590,1560,1613,1554,1584,1619,1579,1590,1560,1613,1554,1584,1619,1579,1590,1560,1613,1554,1584,1619,1579,1590,1560,1613,1554,1584,1619,1579,1590,1560,1613,1554,1584,1619,1579,1590,1560,1613,1554,1584,1619,348
2193,2194,2204,2238,2214,2209,2210,2193,2194,2204,2238,2214,2209,2210,2193,2194,2204,2238,2214,2209,2210,2193,2194,2204,2238,2214,2209,2210,2193,2194,2204,2238,2214,2209,2210,2193,2194,2204,2238,2214,2209,2210,2193,2194,2204,2238,2214,2209,2210,2193,2194,2204,2238,2214,2209,2210,2193,2194,2204,2238,2214,2209,2210,2193,2194,2204,2238,2214,2209,2210,2193,2194,2204,2238,2214,2209,2210,2193,2194,2204,2238,2214,2209,2210,272
2456,2461,2420,2582,2469,2320,2666,2456,2461,2420,2582,2469,2320,2666,2456,2461,2420,2582,2469,2320,2666,2456,2461,2420,2582,2469,2320,2666,2456,2461,2420,2582,2469,2320,2666,2456,2461,2420,2582,2469,2320,2666,2456,2461,2420,2582,2469,2320,2666,2456,2461,2420,2582,2469,2320,2666,2456,2461,2420,2582,2469,2320,2666,2456,2461,2420,2582,2469,2320,2666,2456,2461,2420,2582,2469,2320,2666,2456,2461,2420,2582,2469,2320,2666,622
2808,2832,2823,2779,2860,2815,2829,2808,2832,2823,2779,2860,2815,2829,2808,2832,2823,2779,2860,2815,2829,2808,2832,2823,2779,2860,2815,2829,2808,2832,2823,2779,2860,2815,2829,2808,2832,2823,2779,2860,2815,2829,2808,2832,2823,2779,2860,2815,2829,2808,2832,2823,2779,2860,2815,2829,2808,2832,2823,2779,2860,2815,2829,2808,2832,2823,2779,2860,2815,2829,2808,2832,2823,2779,2860,2815,2829,2808,2832,2823,2779,2860,2815,2829,125
2361,2292,2432,2361,2362,2359,2366,2361,2292,2432,2361,2362,2359,2366,2361,2292,2432,2361,2362,2359,2366,2361,2292,2432,2361,2362,2359,2366,2361,2292,2432,2361,2362,2359,2366,2361,2292,2432,2361,2362,2359,2366,2361,2292,2432,2361,2362,2359,2366,2361,2292,2432,2361,2362,2359,2366,2361,2292,2432,2361,2362,2359,2366,2361,2292,2432,2361,2362,2359,2366,2361,2292,2432,2361,2362,2359,2366,2361,2292,2432,2361,2362,2359,2366,347
1479,1451,1444,1440,1478,1575,1491,1479,1451,1444,1440,1478,1575,1491,1479,1451,1444,1440,1478,1575,1491,1479,1451,1444,1440,1478,1575,1491,1479,1451,1444,1440,1478,1575,1491,1479,1451,1444,1440,1478,1575,1491,1479,1451,1444,1440,1478,1575,1491,1479,1451,1444,1440,1478,1575,1491,1479,1451,1444,1440,1478,1575,1491,1479,1451,1444,1440,1478,1575,1491,1479,1451,1444,1440,1478,1575,1491,1479,1451,1444,1440,1478,1575,1491,229
5707,6912,5972,7382,6760,7359,6863,5707,6912,5972,7382,6760,7359,6863,5707,6912,5972,7382,6760,7359,6863,5707,6912,5972,7382,6760,7359,6863,5707,6912,5972,7382,6760,7359,6863,5707,6912,5972,7382,6760,7359,6863,5707,6912,5972,7382,6760,7359,6863,5707,6912,5972,7382,6760,7359,6863,5707,6912,5972,7382,6760,7359,6863,5707,6912,5972,7382,6760,7359,6863,5707,6912,5972,7382,6760,7359,6863,5707,6912,5972,7382,6760,7359,6863,523
